0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,2.2,2.4,2.6,2.8,3,3.2,3.4,3.6,3.8,4,4.2,4.4,4.6,4.8,5,5.2,5.4,5.6,5.8,6,6.2
-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5,0.49994,0.49854,0.492,0.47542,0.44466,0.39721,0.33235,0.25119,0.15664,0.053264,-0.05321,-0.1566,-0.25115,-0.33232,-0.39718,-0.44464,-0.47541,-0.492,-0.49854,-0.49994,-0.5
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.0616e-17,-6.3546e-05,-0.0014579,-0.0079961,-0.024577,-0.055336,-0.10279,-0.16765,-0.24881,-0.34336,-0.44674,-0.55321,-0.6566,-0.75115,-0.83232,-0.89718,-0.94464,-0.97541,-0.992,-0.99854,-0.99994,-1
1,1,1,1,1,1,1,1,1,1,0,6.3546e-05,0.0014579,0.0079961,0.024577,0.055336,0.10279,0.16765,0.24881,0.34336,0.44674,0.55321,0.6566,0.75115,0.83232,0.89718,0.94464,0.97541,0.992,0.99854,0.99994,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
