12 0 0.010000 2.5115, 1.6765, 0.5532, 1.0000, 0.0000, 0.0000, 0.0000
12 1 0.040000 2.5115, 1.6765, 0.5460, 1.0000, 0.0039, 0.0036, -0.0001
12 2 0.070000 2.5115, 1.6764, 0.5333, 0.9998, 0.0161, 0.0146, -0.0005
12 3 0.110000 2.5121, 1.6759, 0.5170, 0.9992, 0.0294, 0.0257, -0.0010
12 4 0.140000 2.5132, 1.6746, 0.5090, 0.9988, 0.0367, 0.0312, -0.0014
12 5 0.170000 2.5151, 1.6724, 0.5058, 0.9984, 0.0435, 0.0360, -0.0018
12 6 0.200000 2.5181, 1.6689, 0.5078, 0.9982, 0.0473, 0.0380, -0.0023
12 7 0.240000 2.5237, 1.6622, 0.5187, 0.9979, 0.0510, 0.0396, -0.0029
12 8 0.270000 2.5292, 1.6554, 0.5331, 0.9977, 0.0541, 0.0411, -0.0033
12 9 0.310000 2.5384, 1.6440, 0.5608, 0.9977, 0.0549, 0.0405, -0.0039
12 10 0.340000 2.5467, 1.6336, 0.5880, 0.9980, 0.0514, 0.0374, -0.0044
12 11 0.370000 2.5560, 1.6217, 0.6210, 0.9978, 0.0541, 0.0391, -0.0048
12 12 0.400000 2.5664, 1.6083, 0.6598, 0.9984, 0.0458, 0.0331, -0.0061
12 13 0.440000 2.5819, 1.5882, 0.7203, 0.9988, 0.0392, 0.0289, -0.0073
12 14 0.470000 2.5945, 1.5716, 0.7713, 0.9986, 0.0429, 0.0310, -0.0081
12 15 0.500000 2.6079, 1.5542, 0.8255, 0.9992, 0.0302, 0.0245, -0.0092
12 16 0.540000 2.6263, 1.5300, 0.8982, 0.9996, 0.0175, 0.0204, -0.0094
12 17 0.570000 2.6405, 1.5114, 0.9506, 0.9996, 0.0224, 0.0166, -0.0097
12 18 0.610000 2.6597, 1.4864, 1.0166, 0.9997, 0.0200, 0.0104, -0.0099
12 19 0.640000 2.6743, 1.4673, 1.0632, 0.9999, 0.0126, 0.0059, -0.0100
12 20 0.670000 2.6890, 1.4480, 1.1077, 0.9999, 0.0133, 0.0009, -0.0102
12 21 0.700000 2.7036, 1.4286, 1.1505, 0.9999, 0.0064, -0.0041, -0.0102
12 22 0.740000 2.7231, 1.4025, 1.2059, 0.9999, -0.0006, -0.0112, -0.0104
12 23 0.770000 2.7375, 1.3828, 1.2467, 0.9998, 0.0037, -0.0172, -0.0103
12 24 0.800000 2.7516, 1.3632, 1.2873, 0.9996, -0.0089, -0.0237, -0.0107
12 25 0.840000 2.7697, 1.3372, 1.3421, 0.9994, -0.0120, -0.0320, -0.0105
12 26 0.870000 2.7825, 1.3179, 1.3840, 0.9992, -0.0118, -0.0380, -0.0106
12 27 0.900000 2.7947, 1.2989, 1.4269, 0.9987, -0.0227, -0.0443, -0.0107
12 28 0.940000 2.8095, 1.2741, 1.4856, 0.9981, -0.0282, -0.0534, -0.0108
12 29 0.970000 2.8195, 1.2561, 1.5303, 0.9979, -0.0226, -0.0595, -0.0102
12 30 1.000000 2.8285, 1.2385, 1.5743, 0.9974, -0.0287, -0.0649, -0.0102
12 31 1.040000 2.8392, 1.2156, 1.6292, 0.9969, -0.0326, -0.0712, -0.0102
12 32 1.070000 2.8464, 1.1987, 1.6659, 0.9965, -0.0344, -0.0754, -0.0102
12 33 1.110000 2.8550, 1.1768, 1.7081, 0.9958, -0.0423, -0.0806, -0.0106
