timestamp,timestamp_sample,xyz[0],xyz[1],xyz[2]
708686355,708686002,-0.0083324555,0.008910521,-0.0029502949
708688850,708688544,-0.011463232,0.002124437,-0.0021961846
708692695,708692353,-0.0004964497,-0.007696736,-0.0006483429
708696472,708696159,0.011389194,-0.0083730165,0.003875625
708700524,708700181,0.0024555814,0.003637379,0.0033875266
708703039,708702739,-0.005500112,0.010944985,-0.0012196839
708706821,708706496,-0.010234156,0.0044955127,-0.008027234
708710506,708710209,0.0017402263,-0.0072250823,0.0010019091
708715511,708715213,0.011892613,-0.009143795,0.0037131724
708718036,708717720,0.0035116551,-0.00021355708,0.0017448791
708720573,708720272,-0.0058266115,0.012068685,-0.001474746
708725642,708725340,-0.013188909,0.011630741,-0.0075480463
708742140,708741838,-0.010704714,0.01491611,-0.006120034
708745958,708745644,-0.006707037,0.004779125,-0.0020027857
708748487,708748185,0.0070010796,-0.0076852404,0.0053806943
708752361,708751997,0.012197639,-0.014990791,0.0058107497
708757377,708757068,-0.004642198,0.0029811552,-0.003929396
708759943,708759601,-0.012503919,0.013407204,-0.0052757673
708762509,708762148,-0.010184823,0.014029866,-0.00728359
708767520,708767217,0.006812004,-0.0068473965,0.0060161008
708770117,708769764,0.011851116,-0.011101275,0.0072545004
708773858,708773560,0.00556897,-0.004968761,-0.0022113116
708777686,708777368,-0.0073136967,0.007207244,-0.00815824
708780251,708779908,-0.010326937,0.009355868,-0.007064547
708784236,708783938,-0.0031491832,0.0025692414,0.0016849091
708788014,708787713,0.00475277,-0.00844441,0.0091766985
708818297,708817976,-0.0028705634,0.0020166852,-0.006596611
708822085,708821785,-9.556264e-05,-0.0018582898,0.0016742642
708827179,708826859,-0.0013487419,-0.0007383291,0.00887342
708829734,708829401,0.0021886309,0.0025863815,0.003559693
708833567,708833212,0.0040731262,-0.0019467726,-0.0071053845
708838608,708838308,0.0021130624,-0.0039001782,-0.00331168
708839850,708839550,-0.00056796387,-0.0033660717,-0.001293378
708843676,708843357,-0.0053404756,0.0020526464,0.005643988
708847487,708847171,-0.0029271117,0.004316489,0.007057967
708849997,708849699,0.0028931068,0.002339448,0.0021376293
708853861,708853517,0.009265166,-0.004531945,-0.0059836907
708858902,708858584,-0.0016714216,-0.003532857,-0.00116447
708861503,708861134,-0.009392183,0.0022891571,0.0027443094
708864243,708863909,-0.013198803,0.006238346,0.0038635375
708869212,708868912,0.0030910023,0.0008612889,0.0023410164
708871754,708871442,0.011649843,-0.0053340564,-0.0012410478
708875497,708875192,0.008736931,-0.00817669,-0.004205394
708879225,708878924,-0.0089381635,0.00048046204,-0.00046125342
708881778,708881452,-0.014267323,0.005604943,0.0014978045
708885547,708885243,-0.006150302,0.0064841965,0.0059630163
708889349,708889040,0.011382153,-0.0012239137,0.0013816588
708891921,708891606,0.017751085,-0.006126504,-0.0026892312
708895730,708895395,0.0038721052,-0.0032441611,-0.004695986
708900764,708900460,-0.015933258,0.004354738,-0.0015735165
708903320,708903002,-0.01179416,0.0033163931,0.0022320845
708905842,708905544,0.0021237144,0.00040117113,0.008201949
708909649,708909344,0.016883707,-0.002721737,0.0031805926
708913526,708913178,0.0071201283,-0.0023139953,-0.0029063753
708919801,708919498,-0.017235985,0.0018192555,-0.005781923
708931221,708930918,0.008174922,-0.00015482007,-0.0023776735
708932497,708932187,0.0031864832,0.00015195705,-0.003236908
708973100,708972791,-0.007726759,0.0048745004,-0.0063385307
708976945,708976617,-0.0027076823,-0.008194811,-0.0036068864
708979447,708979148,0.0048625437,-0.011262329,0.00132786
708983329,708982951,0.005809801,-0.006341324,0.007992815
708987078,708986750,2.515132e-05,0.010848988,0.0034779655
708990871,708990563,-0.008686424,0.012051792,-0.0063255755
708993419,708993104,-0.005198596,0.0029329148,-0.006620745
708997307,708996922,0.0052213646,-0.010555909,-0.0015903263
709001018,709000710,0.006459302,-0.009199215,0.00421285
709004855,709004523,-0.0026872607,0.003475296,0.003482278
709007368,709007055,-0.009869346,0.010190999,-0.0030492672
709011178,709010861,-0.006559423,0.007119574,-0.0038638394
709025128,709024820,-0.0067355023,0.0071843513,-0.0033129877
709030411,709030112,-0.0020599612,0.007368101,-0.0076406873
709033000,709032663,0.0036764774,-0.0024582075,6.38198e-05
709035498,709035157,0.008293874,-0.008990475,0.005284047
709040418,709040120,-0.0015142836,-0.0064740954,0.004391335
709042928,709042619,-0.0063573336,0.0020392784,0.0010436712
709046733,709046396,-0.0055118264,0.008255149,-0.0063081607
709050506,709050201,0.0031532177,0.002313234,0.000656029
709053103,709052745,0.0063565355,-0.0018573292,0.0071310615
709056879,709056544,0.0028952085,-0.0065295314,0.00011800327
709061938,709061638,-0.0038666031,-0.00071779126,-0.0044621467
709064531,709064178,-0.0038795026,0.0038880873,-0.007433621
709067073,709066708,-0.00063981314,0.0055493363,-0.0061732223
709070803,709070504,0.002675463,0.0012861334,0.005091007
709078463,709078119,-0.0016385507,-0.004729527,0.0010475122
709080958,709080657,-0.0011928079,-0.0019356005,-0.004105262
709084767,709084462,0.0011858299,0.0013490588,-0.007174442
709088624,709088293,0.002836178,0.0040590926,0.0008539768
709092416,709092079,-0.003859637,0.0037052885,0.0046104467
709094973,709094623,-0.0054757865,-0.00048465875,0.0013237608
709098781,709098444,2.7076167e-05,-0.0060889614,-0.0028255985
709102537,709102229,0.008909288,-0.003790902,-0.003467904
709106371,709106035,0.0017686203,0.0034917376,-0.0018583167
709108920,709108585,-0.006565788,0.0067021623,0.0030053721
709112989,709112644,-0.008932296,0.0049229763,0.0028636244
