timestamp,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,delta_heading,ref_alt,dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,xy_global,z_global,dist_bottom_valid
713216315,0,0.0,0.0,-0.03145459,0.60658586,-0.116931394,-0.014725093,0.004103156,0.59175354,0.00023003589,0.0054328474,-0.18632437,-0.037709903,0.12236832,0.09785107,-0.058551528,-0.017475683,-0.023252549,-0.2646584,1.5727538,-0.6516362,0.0,0.13972768,0.03286186,0.016230643,0.057716716,0.030703332,inf,inf,inf,inf,1,1,1,1,4,1,2,1,4,0,0,1
713317787,0,0.0,0.0,-0.031535376,0.6068251,-0.11693519,-0.014725093,0.004103156,0.59175354,-0.00015947019,0.005896336,-0.18552086,-0.036714245,0.12236832,0.09785107,-0.058551528,-0.06987682,-0.029733598,-0.22410746,1.5727711,-0.6516362,0.0,0.1393961,0.032696247,0.016230399,0.057548825,0.030703234,inf,inf,inf,inf,1,1,1,1,4,1,2,1,4,0,0,1
713419325,0,0.0,0.0,-0.031660262,0.60703677,-0.11688964,-0.014725093,0.004103156,0.59175354,-0.000555818,0.0061319037,-0.1855518,-0.036763325,0.12236832,0.09785107,-0.058551528,-0.17665868,0.14787677,-0.10625761,1.572864,-0.6516362,0.0,0.13894853,0.032569245,0.016230227,0.05746417,0.03070325,inf,inf,inf,inf,1,1,1,1,4,1,2,1,4,0,0,1
713622429,0,0.0,0.0,-0.032075323,0.60735786,-0.11458609,-0.014725093,0.004103156,0.59175354,-0.0011308854,0.0061066444,-0.18392618,-0.03545107,0.12236832,0.09785107,-0.058551528,-0.0037507867,0.123418525,-0.15698072,1.5728933,-0.6516362,0.0,0.13616478,0.031990077,0.01622999,0.057033297,0.030703435,inf,inf,inf,inf,1,1,1,1,4,1,2,1,4,0,0,1
713718785,0,0.0,0.0,-0.032299735,0.6074841,-0.11336744,-0.014725093,0.004103156,0.59175354,-0.0017192768,0.006094733,-0.18379323,-0.035406064,0.12236832,0.09785107,-0.058551528,-0.030274149,-0.043480244,-0.2531683,1.5729138,-0.6516362,0.0,0.13551322,0.03287798,0.0162299,0.05792788,0.030701835,inf,inf,inf,inf,1,1,1,1,4,1,2,1,4,0,0,1
713820282,0,0.0,0.0,-0.032536708,0.60765743,-0.11331193,-0.014725093,0.004103156,0.59175354,-0.0024487833,0.006517465,-0.1838087,-0.035259046,0.12236832,0.09785107,-0.058551528,-0.09180134,-0.06526048,-0.2110115,1.5729479,-0.6516362,0.0,0.13581166,0.032824162,0.016229719,0.057812184,0.030700482,inf,inf,inf,inf,1,1,1,1,4,1,2,1,4,0,0,1
713921798,0,0.0,0.0,-0.032772988,0.6078131,-0.11358643,-0.014725093,0.004103156,0.59175354,-0.001543867,0.006705423,-0.18526193,-0.03648294,0.12236832,0.09785107,-0.058551528,0.042991154,0.058429785,-0.18816498,1.5729841,-0.6516362,0.0,0.13629337,0.032712556,0.016229482,0.057604823,0.030699328,inf,inf,inf,inf,1,1,1,1,4,1,2,1,4,0,0,1
714023568,0,0.0,0.0,-0.03295052,0.6079591,-0.11407221,-0.014725093,0.004103156,0.59175354,-0.0015178182,0.007231412,-0.18634288,-0.037529867,0.12236832,0.09785107,-0.058551528,0.046850134,0.06608063,-0.2856917,1.5729637,-0.6516362,0.0,0.13630846,0.03267193,0.016229276,0.057646357,0.030699313,inf,inf,inf,inf,1,1,1,1,4,1,2,1,4,0,0,1
714124833,0,0.0,0.0,-0.033114996,0.60810137,-0.11443573,-0.014725093,0.004103156,0.59175354,-0.0019538736,0.007073748,-0.18630134,-0.037645128,0.12236832,0.09785107,-0.058551528,0.16922666,-0.032145098,-0.229218,1.5729738,-0.6516362,0.0,0.13619033,0.033501476,0.016229127,0.05853108,0.030699447,inf,inf,inf,inf,1,1,1,1,4,1,2,1,4,0,0,1
714226359,0,0.0,0.0,-0.03328114,0.60820436,-0.11472808,-0.014725093,0.004103156,0.59175354,-0.001957895,0.0067613972,-0.18623894,-0.037811134,0.12236832,0.09785107,-0.058551528,0.14131048,-0.030769482,-0.16423804,1.5730429,-0.6516362,0.0,0.13605076,0.0332902,0.016229024,0.0582814,0.030699588,inf,inf,inf,inf,1,1,1,1,4,1,2,1,4,0,0,1
714322796,0,0.0,0.0,-0.033410124,0.6082229,-0.113937676,-0.014725093,0.004103156,0.59175354,-0.002843354,0.006891944,-0.18522339,-0.037025917,0.12236832,0.09785107,-0.058551528,-0.02354939,0.058601055,-0.21774434,1.5730366,-0.6516362,0.0,0.13492683,0.033127222,0.016228955,0.05813468,0.030699795,inf,inf,inf,inf,1,1,1,1,4,1,2,1,4,0,0,1
