timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2]
707922797,-0.018461362,-0.2675244,-1.7045117e-05,0.0,0.0,-0.0
707928199,-0.018548276,-0.2675037,0.00052370864,0.0,0.0,-0.0
708034715,-0.018090233,-0.26719606,-1.9488278e-05,0.0,0.0,-0.0
708039732,-0.017597932,-0.26710114,-0.0003089569,0.0,0.0,-0.0
708044668,-0.01778757,-0.26746526,-8.299654e-05,0.0,0.0,-0.0
708049984,-0.01832895,-0.2678514,0.0003655287,0.0,0.0,-0.0
708054894,-0.018904148,-0.26762718,0.00042726923,0.0,0.0,-0.0
708059957,-0.018976565,-0.26735514,0.00019203793,0.0,0.0,-0.0
708065112,-0.018228708,-0.26759535,7.749478e-05,0.0,0.0,-0.0
708070057,-0.01762643,-0.26789892,-1.6033193e-05,0.0,0.0,-0.0
708075044,-0.017778754,-0.26751193,6.361378e-05,0.0,0.0,-0.0
708080343,-0.018427791,-0.2671689,0.00021742635,0.0,0.0,-0.0
708085222,-0.018690929,-0.26762205,0.00037888446,0.0,0.0,-0.0
708090462,-0.0186396,-0.26793098,0.0001599276,0.0,0.0,-0.0
708095743,-0.018394632,-0.26770672,-3.8973238e-05,0.0,0.0,-0.0
708100668,-0.018283557,-0.2676119,8.4014646e-05,0.0,0.0,-0.0
708105639,-0.018017597,-0.26781943,0.00022533856,0.0,0.0,-0.0
708110758,-0.01813487,-0.26772183,0.0002628066,0.0,0.0,-0.0
708116047,-0.018556843,-0.26738647,0.00010586192,0.0,0.0,-0.0
708120891,-0.018835668,-0.26745307,0.0002337998,0.0,0.0,-0.0
708125889,-0.018507693,-0.26768124,8.34505e-05,0.0,0.0,-0.0
708131574,-0.01815712,-0.2677719,6.4577755e-05,0.0,0.0,-0.0
708136478,-0.018138925,-0.26794448,0.00011167642,0.0,0.0,-0.0
708141190,-0.018383285,-0.26794216,0.00035205888,0.0,0.0,-0.0
708156336,-0.01842027,-0.26778287,-3.4641405e-05,0.0,0.0,-0.0
708161516,-0.018575178,-0.2676565,0.0001850744,0.0,0.0,-0.0
708166811,-0.018391678,-0.267624,0.00025580756,0.0,0.0,-0.0
708171803,-0.018120576,-0.2679801,0.00013945696,0.0,0.0,-0.0
708176702,-0.018457016,-0.2680716,0.00017506766,0.0,0.0,-0.0
708181934,-0.018823314,-0.2677704,0.00020045126,0.0,0.0,-0.0
708186874,-0.018512325,-0.26786116,0.00011748535,0.0,0.0,-0.0
708192002,-0.018258061,-0.2681145,4.595027e-06,0.0,0.0,-0.0
