gt, 0.00, 3.00, 0.00
px,-2.00, 0.00, 2.00
py, 0.00,-1.00, 0.00
pz, 1.00, 1.00, 1.00
vx, 0.00, 0.00, 0.00
vy, 0.00, 0.00, 0.00
vz, 0.00, 0.00, 0.00
qw,-1.00, 0.71,-1.00
qx, 0.00, 0.00, 0.00
qy, 0.00,-0.71, 0.00
qz, 0.00, 0.00, 0.00

