Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (kgf),Voltage (V),Current (A),Motor Electrical Speed (rad/s),Motor Optical Speed (rad/s),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (kgf/W),Overall Efficiency (kgf/W),Vibration (g),App message,
1.2364136999998845,1000,,,,-0.0625,0.04060546875,-0.965078125,0.00003187924898538899,0.008408784097713434,16.768556724050633,0.04396684830713525,0,0,0.7372605159483295,0,0,0,0,0.05873046875,,
1.2381729999999613,1100,,,,-0.058125,0.03220703125,-0.9769921875,0.0006945721309941078,0.012518110107005334,16.752901595485977,0.272127859098912,0,0,4.558930958590784,0,0,0,0,0.28896484375,,
9.413322349999978,1233.3333333333314,,,,-0.050703125,0.03099609375,-0.97337890625,0.005609311445026236,0.041310559825095315,16.66815518568822,1.3786580402535602,1346.0677323124798,0,22.979690891478736,7.550277487228398,32.85632366522751,0.00547223188349659,0.001797702874967981,0.63921875,,
17.588313299999985,1366.666666666668,,,,-0.0538671875,0.02326171875,-0.975859375,0.012068298189088894,0.08121407625149747,16.47053203758881,3.6908630932692557,1977.42313593096,0,60.79042179010401,23.86397879778982,39.25585874610885,0.0034042170248219715,0.0013359904609367237,0.69001953125,,
25.763957599999983,1500,,,,-0.016171875,0.02068359375,-0.97982421875,0.019954345186188757,0.13188729507601854,16.22227395605487,6.366270878539612,2557.780018806,0,103.27547205527993,51.03821015171754,49.41961795905601,0.002584373316486316,0.0012770610497153737,0.8663671875,,
33.94045359999997,1633.3333333333337,,,,-0.04564453125,0.024296875,-0.9809765625,0.027966598725209617,0.18124901084269213,15.878608200724395,10.098716460325365,3030.7991526830397,0,160.35373700112643,84.75999693434103,52.85893980646685,0.0021384690278682932,0.0011303212639913293,0.76951171875,,
42.114158599999975,1766.6666666666656,,,,-0.0503515625,0.04224609375,-0.97599609375,0.036459157952504546,0.24150826801436392,15.443822668465282,14.838685942108379,3516.69881643984,0,229.1663712964689,128.21681299153386,55.94944521022482,0.0018836069766350603,0.001053863095166823,1.37814453125,,
50.28976949999998,1900,,,,0.08615234375,0.1931640625,-0.9861328125,0.04165033899375905,0.28401795954688996,14.933930639331022,20.27278216246162,3833.2666361675997,0,302.75326536418265,159.6578561965896,52.73486870974394,0.0017789664026600692,0.0009381204087506515,1.491953125,,
70.81567449999994,1000,,,,-0.0625,0.040546875,-0.96501953125,0.0007865005309105267,0.007295562669119342,15.983550156841575,0.04604147663689883,0,0,0.7359077088543207,0,0,0,0,0.07095703125,,
76.31589339999996,1100,,,,-0.05822265625,0.03533203125,-0.974453125,0.0015252449767415713,0.012245907074529532,16.007970557531177,0.2590974157134598,0,0,4.147620748834655,0,0,0,0,0.29380859375,,
84.49242934999995,1233.3333333333314,,,,-0.048828125,0.0262890625,-0.97859375,0.005762958838351916,0.04154484686316491,15.960926888770228,1.3106950229953913,1303.55151173376,0,20.919903545213714,7.512078663558669,35.909286953570266,0.005531676198395901,0.0019859555518946877,0.39095703125,,
92.69123429999998,1366.666666666668,,,,-0.054296875,0.035859375,-0.9847265625,0.011526844217130787,0.07654630690501675,15.801469480525961,3.526511720193507,1911.03081118488,0,55.72404743270327,22.027601547441442,39.52991806036149,0.003475767986021014,0.0013736909650154932,0.708046875,,
100.86751355,1500,,,,-0.047265625,0.0590234375,-0.96810546875,0.018595098691438827,0.12119507424304028,15.597496085753491,5.985140764812108,2476.83164809824,0,93.35326272153684,46.056373082009294,49.33554108714218,0.0026323204828482293,0.0012982372547643106,1.03373046875,,
109.04212119999997,1633.3333333333337,,,,-0.069765625,0.0825390625,-0.999765625,0.026962003962811062,0.16950027598938355,15.328967195523328,9.555744342955572,2951.31685854696,0,146.4798292651722,79.57194210124354,54.32336618018053,0.002130644601002098,0.001157155051859078,0.7758984375,,
117.21696620000003,1766.6666666666656,,,,-0.056328125,0.0184375,-0.97875,0.034665635232275685,0.22618578163854927,14.985653221071768,14.132102326111252,3413.54985764664,0,211.77900926678646,118.3320722288728,55.874789046415614,0.0019115758796400093,0.001068039556755473,1.47701171875,,
125.3921434499999,1900,,,,-0.0304296875,-0.01109375,-0.9994140625,0.041963705712150946,0.273622178216109,14.555094309885543,19.771980415971296,3752.6324247251996,0,287.78354214818324,157.47647706283925,54.71991773430867,0.00173818834140214,0.0009507930056487343,2.05453125,,
