Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (kgf),Voltage (V),Current (A),Motor Electrical Speed (rad/s),Motor Optical Speed (rad/s),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (kgf/W),Overall Efficiency (kgf/W),Vibration (g),App message,
0.23891725000026637,1100,,,,-0.07685546875,-0.00439453125,-0.979296875,0.004087871702649689,0.028688675067161874,16.4113733710033,0.2706003982942395,0,0,4.440923811186758,0,0,0,0,0.3556640625,,
0.23658174999994225,1150,,,,-0.00859375,0.01943359375,-0.97783203125,0.005541332804698552,0.035938981370325654,16.390950397381054,0.5533925565012542,833.88341002056,0,9.070630168610531,4.620869321258335,50.94558721696412,0.00777933041350243,0.003962228777563214,0.90576171875,,
3.737227499999898,1200,,,,-0.055078125,0.020703125,-0.96455078125,0.0071753854237473404,0.0487943948529045,16.357446737193495,0.9932864445299531,1142.1783690938398,0,16.247630177833553,8.195319928509099,50.44025009327627,0.005954033771631211,0.003003180214629082,1.03974609375,,
7.216575999999909,1250,,,,0.07275390625,-0.03837890625,-0.99833984375,0.009716632426009664,0.06147928984474778,16.3119612911802,1.5470715430891726,1413.0883755892798,0,25.235769917085378,13.730702565609041,54.409742443780054,0.004477735500836096,0.0024362708430473207,0.90908203125,,
10.71174499999988,1300,,,,-0.056640625,0.03642578125,-0.97080078125,0.011670775416074112,0.07509284527137958,16.246932469294315,2.270242416735891,1662.32139277488,0,36.88446685236517,19.401123038081145,52.60028427834119,0.0038706077596717876,0.0020359023181554005,0.64248046875,,
14.214639999999898,1350,,,,0.01572265625,0.03369140625,-0.9810546875,0.013983202222191262,0.08985663220804979,16.156973147132625,3.3253317800952416,1851.2358310113598,0,53.727282998529084,25.885751522492296,48.18007324472295,0.003473758736404356,0.0016724641090600395,1.01015625,,
17.71327474999982,1400,,,,-0.066796875,0.0697265625,-0.971484375,0.016870200922952588,0.10732799832680111,16.082666790940486,4.098322459646106,2095.9658987268,0,65.91194500041308,35.36026763233564,53.6478449579555,0.0030353294004511868,0.001628368476282071,0.7685546875,,
21.212127499999916,1450,,,,-0.0828125,0.05205078125,-0.77822265625,0.019221474101629405,0.1231469463143465,15.995608919279238,5.009094458068228,2310.7461164779197,0,80.12351743494614,44.415175734482304,55.43347383955461,0.002772670940474994,0.0015369680633653222,1.22998046875,,
24.719524499999896,1500,,,,-0.05986328125,0.04208984375,-0.9724609375,0.02247177340883679,0.14225051466090613,15.89426670252332,6.177588864209535,2521.96586255496,0,98.18824613901536,56.672743003579534,57.71840295171743,0.0025100699502133604,0.0014487556510914385,0.71533203125,,
28.21361474999993,1550,,,,-0.058984375,0.04560546875,-0.98935546875,0.025320062508055102,0.16117768236879385,15.778512070283961,7.497295569473055,2711.40389956704,0,118.29617076519489,68.65229432651861,58.03425682917124,0.002347739995060309,0.0013624927648999022,0.505859375,,
31.713373249999943,1600,,,,-0.052734375,0.00673828125,-0.98515625,0.02806539955850442,0.1791906151093938,15.652433947889568,8.884728738769265,2870.47320759432,0,139.06767029295125,80.56012128561454,57.92858622081927,0.0022253044080847327,0.001288524674413815,0.63115234375,,
35.213670499999886,1600,,,,-0.0322265625,0.09755859375,-0.97294921875,0.027989711242570502,0.17816312615278093,15.59926745638459,8.840346880592113,2856.1266011428797,0,137.90296328282662,79.94151100505329,57.96864447097213,0.0022300805110229737,0.0012919530950492157,0.619140625,,
38.71507574999984,1550,,,,-0.07060546875,0.02890625,-0.97734375,0.02476459107610828,0.15607607846148647,15.64055373741769,7.374791747277314,2683.02484592952,0,115.34583316597354,66.4453498076062,57.60526742174758,0.0023489823846705718,0.001353122999969374,0.5994140625,,
42.21528474999983,1500,,,,-0.09033203125,-0.03935546875,-1.00888671875,0.02101695591564816,0.13627672114553424,15.690999412269074,5.9857104214176005,2495.1576052442397,0,93.92177878385243,52.44039168202229,55.834357406577965,0.0025987091868247317,0.0014509626097870651,0.70908203125,,
45.715069749999856,1450,,,,-0.0578125,0.063671875,-0.9341796875,0.018292615078213108,0.11760115474051995,15.735090911822033,4.8865702284407035,2270.3242910015997,0,76.89062612980192,41.530563189309774,54.012474702826054,0.0028317045837890657,0.0015294640567514637,1.08330078125,,
49.21325049999985,1400,,,,-0.06962890625,0.0427734375,-0.97802734375,0.0162642760998927,0.09961758370121757,15.767005512631561,4.059780346054736,2044.96737798336,0,64.01057721036607,33.259448361280285,51.95927926803752,0.0029952070221230098,0.0015562719864886906,0.6642578125,,
52.713834749999855,1350,,,,-0.034375,0.032421875,-0.97421875,0.013631662784453755,0.08303399216626092,15.79318299458769,3.4070855182009105,1807.4629733712,0,53.80872694364408,24.63868802338428,45.7894153923783,0.003371408760775145,0.0015431386090557096,0.8681640625,,
56.21493249999993,1300,,,,-0.06220703125,0.02900390625,-0.97548828125,0.011682089587547987,0.069996530399257,15.860192993520775,2.2052950295978846,1622.6326055844,0,34.97640189594965,18.9557633052755,54.19688933709966,0.0036928464903528213,0.002001250538401329,0.9318359375,,
59.71346499999991,1250,,,,-0.04990234375,0.09658203125,-0.95224609375,0.009423502334663936,0.05606808483299506,15.9070562929317,1.5014603446911328,1382.92908611472,0,23.883814430970407,13.032332992881374,54.56561678422048,0.0043025757029305865,0.0023475508732498976,0.891015625,,
