83 0 0.010000 -1.4007, -1.1830, 1.6287, 0.9998, -0.0132, -0.0135, -0.0003
83 1 0.040000 -1.4016, -1.1822, 1.6503, 0.9979, -0.0442, -0.0475, -0.0013
83 2 0.070000 -1.4046, -1.1794, 1.6873, 0.9958, -0.0608, -0.0681, -0.0020
83 3 0.110000 -1.4117, -1.1728, 1.7461, 0.9934, -0.0741, -0.0872, -0.0027
83 4 0.140000 -1.4190, -1.1661, 1.7910, 0.9915, -0.0836, -0.0998, -0.0039
83 5 0.170000 -1.4275, -1.1585, 1.8333, 0.9912, -0.0829, -0.1031, -0.0043
83 6 0.200000 -1.4371, -1.1500, 1.8715, 0.9903, -0.0868, -0.1079, -0.0049
83 7 0.240000 -1.4511, -1.1376, 1.9147, 0.9900, -0.0877, -0.1099, -0.0052
83 8 0.270000 -1.4625, -1.1277, 1.9407, 0.9903, -0.0857, -0.1091, -0.0051
83 9 0.310000 -1.4788, -1.1135, 1.9664, 0.9906, -0.0857, -0.1066, -0.0052
83 10 0.340000 -1.4917, -1.1023, 1.9788, 0.9908, -0.0876, -0.1028, -0.0054
83 11 0.370000 -1.5053, -1.0905, 1.9853, 0.9915, -0.0854, -0.0980, -0.0052
83 12 0.400000 -1.5195, -1.0782, 1.9860, 0.9920, -0.0862, -0.0919, -0.0053
83 13 0.440000 -1.5394, -1.0609, 1.9784, 0.9929, -0.0854, -0.0823, -0.0051
83 14 0.470000 -1.5550, -1.0471, 1.9671, 0.9939, -0.0816, -0.0738, -0.0047
83 15 0.500000 -1.5715, -1.0324, 1.9523, 0.9945, -0.0821, -0.0644, -0.0046
83 16 0.540000 -1.5950, -1.0108, 1.9308, 0.9956, -0.0788, -0.0506, -0.0043
83 17 0.570000 -1.6138, -0.9929, 1.9151, 0.9966, -0.0723, -0.0388, -0.0040
83 18 0.610000 -1.6400, -0.9667, 1.8964, 0.9975, -0.0671, -0.0225, -0.0040
83 19 0.640000 -1.6603, -0.9453, 1.8845, 0.9977, -0.0675, -0.0104, -0.0040
83 20 0.670000 -1.6808, -0.9225, 1.8745, 0.9983, -0.0585, 0.0014, -0.0039
83 21 0.700000 -1.7012, -0.8983, 1.8665, 0.9982, -0.0585, 0.0125, -0.0039
83 22 0.740000 -1.7280, -0.8642, 1.8592, 0.9982, -0.0530, 0.0261, -0.0038
83 23 0.770000 -1.7475, -0.8373, 1.8564, 0.9985, -0.0405, 0.0358, -0.0042
83 24 0.800000 -1.7662, -0.8094, 1.8559, 0.9978, -0.0517, 0.0424, -0.0035
83 25 0.840000 -1.7896, -0.7706, 1.8589, 0.9976, -0.0490, 0.0483, -0.0033
83 26 0.870000 -1.8059, -0.7403, 1.8640, 0.9978, -0.0415, 0.0513, -0.0033
83 27 0.900000 -1.8210, -0.7089, 1.8715, 0.9974, -0.0488, 0.0525, -0.0025
83 28 0.940000 -1.8393, -0.6656, 1.8851, 0.9976, -0.0465, 0.0520, -0.0018
83 29 0.970000 -1.8518, -0.6321, 1.8975, 0.9981, -0.0352, 0.0509, -0.0018
83 30 1.000000 -1.8632, -0.5977, 1.9112, 0.9980, -0.0411, 0.0485, -0.0008
83 31 1.040000 -1.8770, -0.5509, 1.9296, 0.9985, -0.0320, 0.0454, -0.0002
83 32 1.070000 -1.8865, -0.5152, 1.9425, 0.9989, -0.0177, 0.0431, -0.0001
83 33 1.110000 -1.8982, -0.4672, 1.9580, 0.9992, -0.0066, 0.0401, 0.0005
83 34 1.140000 -1.9062, -0.4309, 1.9682, 0.9993, -0.0044, 0.0380, 0.0011
83 35 1.170000 -1.9137, -0.3947, 1.9772, 0.9993, 0.0080, 0.0361, 0.0012
83 36 1.210000 -1.9227, -0.3465, 1.9877, 0.9993, 0.0173, 0.0335, 0.0018
83 37 1.240000 -1.9289, -0.3106, 1.9943, 0.9994, 0.0167, 0.0314, 0.0023
83 38 1.270000 -1.9345, -0.2750, 2.0001, 0.9992, 0.0286, 0.0295, 0.0025
83 39 1.310000 -1.9414, -0.2281, 2.0064, 0.9991, 0.0339, 0.0271, 0.0030
83 40 1.340000 -1.9460, -0.1936, 2.0101, 0.9992, 0.0321, 0.0255, 0.0036
83 41 1.370000 -1.9502, -0.1596, 2.0130, 0.9988, 0.0414, 0.0242, 0.0038
83 42 1.410000 -1.9551, -0.1152, 2.0156, 0.9987, 0.0451, 0.0229, 0.0043
83 43 1.440000 -1.9584, -0.0827, 2.0165, 0.9989, 0.0419, 0.0224, 0.0048
83 44 1.470000 -1.9614, -0.0509, 2.0165, 0.9985, 0.0503, 0.0224, 0.0050
83 45 1.510000 -1.9648, -0.0097, 2.0147, 0.9983, 0.0537, 0.0232, 0.0055
83 46 1.540000 -1.9669, 0.0203, 2.0118, 0.9984, 0.0510, 0.0234, 0.0060
83 47 1.570000 -1.9687, 0.0496, 2.0074, 0.9980, 0.0592, 0.0232, 0.0061
83 48 1.610000 -1.9705, 0.0874, 1.9988, 0.9977, 0.0634, 0.0225, 0.0063
83 49 1.640000 -1.9716, 0.1147, 1.9902, 0.9978, 0.0622, 0.0217, 0.0065
83 50 1.670000 -1.9723, 0.1412, 1.9796, 0.9972, 0.0714, 0.0210, 0.0065
83 51 1.710000 -1.9728, 0.1750, 1.9621, 0.9969, 0.0762, 0.0201, 0.0065
