timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
323735867,323735545,-0.0062431614,0.0029066661,0.0041505476,0.3016512,0.0,0.0,0.0,-1.0
323739690,323739349,-0.0058085644,0.00281195,0.003051559,0.3016512,0.0,0.0,0.0,-1.0
323743496,323743171,-0.0065842397,0.0048953947,0.0043565454,0.2994178,0.0,0.0,0.0,-1.0
323746073,323745698,-0.005946237,0.0048062666,0.005296424,0.2994178,0.0,0.0,0.0,-1.0
323749851,323749510,-0.0043961667,0.0038188759,0.0066022216,0.2994178,0.0,0.0,0.0,-1.0
323753705,323753331,-0.0009904578,0.0042443085,0.006601193,0.2994178,0.0,0.0,0.0,-1.0
323757507,323757127,0.00054399716,0.003974061,0.0052272193,0.2994178,0.0,0.0,0.0,-1.0
323760027,323759655,0.0015090773,0.0053628124,0.0068499018,0.2994178,0.0,0.0,0.0,-1.0
323763811,323763461,0.0011000745,0.0023364306,0.006247869,0.3017638,0.0,0.0,0.0,-1.0
323767619,323767273,-0.0016824757,0.000108698485,0.004954786,0.3017638,0.0,0.0,0.0,-1.0
323771405,323771067,0.004676792,0.0022063572,0.004609322,0.3017638,0.0,0.0,0.0,-1.0
323777741,323777409,0.0034596254,0.0030119093,0.0068036383,0.3017638,0.0,0.0,0.0,-1.0
323781584,323781215,0.0006739672,0.002709363,0.0027644185,0.3033885,0.0,0.0,0.0,-1.0
323788078,323787756,-0.0034569425,0.0052005774,0.004451434,0.3033885,0.0,0.0,0.0,-1.0
323828479,323828153,-0.0019135181,0.0048447866,0.002354182,0.30442926,0.0,0.0,0.0,-1.0
323833573,323833237,-0.0054676416,0.005492365,0.0022266672,0.30504012,0.0,0.0,0.0,-1.0
323837369,323837033,-0.002162168,0.0064782994,0.008714822,0.30504012,0.0,0.0,0.0,-1.0
323841167,323840837,-0.009616631,0.0050776196,0.0044295723,0.30504012,0.0,0.0,0.0,-1.0
323844973,323844646,-0.005246932,0.004972631,0.0054648076,0.30504012,0.0,0.0,0.0,-1.0
