timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_angle
317467947,0.25150555,0.0062403004,0.0
350702186,0.24660993,0.0062508923,0.0
350707202,0.24222623,0.00616065,0.0
350905133,0.16549502,0.0072128405,0.0
351102969,0.17021114,0.008336784,0.0
351305830,0.16839418,0.0073082214,0.0
351503883,0.17342204,0.0072104796,0.0
