timestamp,saturation_status
317892871,1533
317895368,1533
318911393,1533
319893293,1533
321895275,1533
322892538,1
324894169,1
325892540,1
326893695,1
327894385,1
328892780,1
329892334,1
330893140,1
331895310,1
332892441,1
334893940,1
336893108,1
337893828,1
338893352,1
342892720,1
343896111,1
344894195,1
345894902,1
346894317,1
347893756,1
348891993,1533
349896467,1533
350893402,1
