timestamp,airspeed_timestamp_rel,distance_sensor_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,visual_odometry_timestamp_rel
327819124,32767,32767,32767,32767,32767,32767
327824167,32767,32767,32767,32767,-20,-17
327829242,32767,32767,32767,32767,32767,32767
327834318,32767,32767,32767,32767,4,-30
327849546,32767,32767,32767,11,-21,32767
327854624,32767,32767,32767,32767,32767,-16
327859700,32767,32767,32767,32767,9,-17
327864761,32767,32767,32767,32767,32767,-28
327869835,32767,32767,32767,32767,32767,32767
327875167,32767,32767,32767,32767,-19,-8
327880129,32767,32767,32767,32767,32767,32767
327885185,32767,32767,32767,32767,6,-31
327890187,32767,32767,32767,32767,32767,32767
327895209,32767,32767,32767,32767,32767,1
327925652,32767,32767,32767,32767,-19,-38
327930749,32767,32767,32767,32767,32767,32767
327935800,32767,32767,32767,32767,32767,-31
327940886,32767,32767,32767,32767,-43,32767
327945957,32767,32767,32767,32767,32767,-37
327951061,32767,32767,32767,32767,-16,32767
327956387,32767,32767,32767,32767,32767,-8
327961461,32767,32767,32767,6,5,32767
327966359,32767,32767,32767,32767,32767,-30
327971379,32767,32767,32767,32767,32767,32767
327976396,32767,32767,32767,32767,-18,-32
327981475,32767,32767,32767,32767,32767,32767
327986548,32767,32767,32767,32767,6,-28
327991620,32767,32767,32767,32767,32767,-5
327996694,32767,32767,32767,32767,32767,32767
328001776,32767,32767,32767,32767,-20,32767
328006841,32767,32767,32767,32767,32767,-25
328022065,32767,32767,32767,32767,32767,-2
328027149,32767,32767,32767,32767,-18,32767
328032211,32767,32767,32767,32767,32767,-7
328037586,32767,32767,32767,32767,5,32767
328042540,32767,32767,32767,32767,32767,0
328047592,32767,32767,32767,32767,32767,32767
328052563,32767,32767,32767,32767,-19,-7
328057594,32767,32767,32767,32767,32767,-32
328062685,32767,32767,32767,32767,5,-2
328067743,32767,32767,32767,32767,32767,32767
328072804,32767,32767,32767,7,32767,-8
328077888,32767,32767,32767,32767,-20,32767
328082955,32767,32767,32767,32767,32767,1
328088027,32767,32767,32767,32767,6,32767
328093125,32767,32767,32767,32767,32767,-20
328098184,32767,32767,32767,32767,32767,32767
328103257,32767,32767,32767,32767,-18,-7
328108329,32767,32767,32767,32767,32767,-20
328113409,32767,32767,32767,32767,9,-24
328118687,32767,32767,32767,32767,32767,32767
328123727,32767,32767,32767,6,32767,-18
328128723,32767,32767,32767,32767,-18,32767
328133715,32767,32767,32767,32767,32767,-4
328138769,32767,32767,32767,32767,32767,32767
328143846,32767,32767,32767,32767,-44,-20
328148923,32767,32767,32767,32767,32767,32767
328153994,32767,32767,32767,32767,-19,1
328159066,32767,32767,32767,32767,32767,-39
328164149,32767,32767,32767,32767,6,-8
328169223,32767,32767,32767,32767,32767,32767
328174291,32767,32767,32767,9,32767,-15
328179365,32767,32767,32767,32767,-17,32767
328184439,32767,32767,32767,32767,32767,-1
328189520,32767,32767,32767,32767,9,32767
328194585,32767,32767,32767,32767,32767,-13
328199895,32767,32767,32767,32767,32767,32767
328204934,32767,32767,32767,32767,-19,-12
328209933,32767,32767,32767,32767,32767,-40
328214956,32767,32767,32767,32767,7,-11
328219959,32767,32767,32767,32767,32767,32767
328225030,32767,32767,32767,32767,32767,-26
328230113,32767,32767,32767,32767,-20,32767
328235180,32767,32767,32767,8,32767,-7
328240280,32767,32767,32767,32767,5,32767
328245327,32767,32767,32767,32767,32767,-24
328250407,32767,32767,32767,32767,32767,32767
328255487,32767,32767,32767,32767,-20,32767
328260559,32767,32767,32767,32767,32767,-25
328265634,32767,32767,32767,32767,8,-11
328270704,32767,32767,32767,32767,32767,32767
328275772,32767,32767,32767,32767,32767,-17
328280859,32767,32767,32767,32767,-16,32767
328286201,32767,32767,32767,6,32767,-15
328291116,32767,32767,32767,32767,6,2
328296117,32767,32767,32767,32767,32767,32767
328301145,32767,32767,32767,32767,32767,32767
328306237,32767,32767,32767,32767,-19,-14
328336665,32767,32767,32767,8,32767,32767
328341746,32767,32767,32767,32767,5,-7
328346820,32767,32767,32767,32767,32767,32767
328351907,32767,32767,32767,32767,32767,32767
328356966,32767,32767,32767,32767,-17,-26
328362047,32767,32767,32767,32767,32767,-3
328367323,32767,32767,32767,32767,5,32767
328372374,32767,32767,32767,32767,32767,-8
328377314,32767,32767,32767,32767,32767,32767
328387412,32767,32767,32767,32767,32767,32767
328392481,32767,32767,32767,32767,5,-5
328397553,32767,32767,32767,7,32767,-32
328402632,32767,32767,32767,32767,32767,-12
328407719,32767,32767,32767,32767,-21,32767
328412778,32767,32767,32767,32767,32767,-15
328417852,32767,32767,32767,32767,5,32767
328422936,32767,32767,32767,32767,32767,-3
328428008,32767,32767,32767,32767,32767,32767
328438149,32767,32767,32767,32767,32767,32767
328443235,32767,32767,32767,32767,32767,-6
328448573,32767,32767,32767,6,-46,32767
328453497,32767,32767,32767,32767,32767,-4
328458532,32767,32767,32767,32767,-20,-32
328463520,32767,32767,32767,32767,32767,-4
328468606,32767,32767,32767,32767,4,32767
328473665,32767,32767,32767,32767,32767,-23
328478743,32767,32767,32767,32767,32767,32767
328483817,32767,32767,32767,32767,-21,2
328493969,32767,32767,32767,32767,6,-21
328499036,32767,32767,32767,7,32767,32767
328504113,32767,32767,32767,32767,32767,-12
328509190,32767,32767,32767,32767,-18,-38
328514262,32767,32767,32767,32767,32767,-7
328519333,32767,32767,32767,32767,8,32767
328524414,32767,32767,32767,32767,32767,-17
328529749,32767,32767,32767,32767,32767,32767
328534698,32767,32767,32767,32767,-19,-7
328539690,32767,32767,32767,32767,32767,32767
328544706,32767,32767,32767,32767,5,-20
328549787,32767,32767,32767,32767,32767,32767
328554855,32767,32767,32767,32767,32767,1
328559926,32767,32767,32767,6,-20,-32
328565008,32767,32767,32767,32767,32767,-11
328570080,32767,32767,32767,32767,5,32767
328575157,32767,32767,32767,32767,32767,-24
328580247,32767,32767,32767,32767,32767,32767
328585297,32767,32767,32767,32767,-20,-7
328590383,32767,32767,32767,32767,32767,32767
328595445,32767,32767,32767,32767,7,-15
328600520,32767,32767,32767,32767,32767,32767
328605597,32767,32767,32767,32767,32767,-2
328610941,32767,32767,32767,7,-21,32767
328615975,32767,32767,32767,32767,32767,-21
328620904,32767,32767,32767,32767,5,32767
328625964,32767,32767,32767,32767,32767,-14
328630967,32767,32767,32767,32767,32767,32767
328636052,32767,32767,32767,32767,-21,-20
328641115,32767,32767,32767,32767,32767,32767
328646198,32767,32767,32767,32767,6,-48
328651297,32767,32767,32767,32767,32767,32767
328656350,32767,32767,32767,32767,32767,-8
328661421,32767,32767,32767,8,-21,32767
328666484,32767,32767,32767,32767,32767,-16
328671602,32767,32767,32767,32767,8,32767
328676632,32767,32767,32767,32767,32767,-24
328681724,32767,32767,32767,32767,32767,32767
328686790,32767,32767,32767,32767,-18,-14
328692174,32767,32767,32767,32767,32767,32767
328697078,32767,32767,32767,32767,5,-24
328702097,32767,32767,32767,32767,32767,32767
328707118,32767,32767,32767,32767,32767,-12
328712146,32767,32767,32767,32767,-20,2
328717236,32767,32767,32767,32767,32767,32767
328722311,32767,32767,32767,7,4,-8
328727385,32767,32767,32767,32767,32767,32767
328732465,32767,32767,32767,32767,32767,-4
328737527,32767,32767,32767,32767,-21,32767
328742605,32767,32767,32767,32767,32767,-6
328747679,32767,32767,32767,32767,6,32767
328752748,32767,32767,32767,32767,32767,-1
328757819,32767,32767,32767,32767,32767,-14
328762906,32767,32767,32767,32767,-18,-16
328767972,32767,32767,32767,32767,32767,32767
328773307,32767,32767,32767,8,5,-7
328778333,32767,32767,32767,32767,32767,32767
328783351,32767,32767,32767,32767,32767,-8
328788345,32767,32767,32767,32767,-19,32767
328793341,32767,32767,32767,32767,32767,-7
328798418,32767,32767,32767,32767,6,32767
328803518,32767,32767,32767,32767,32767,-15
328808560,32767,32767,32767,32767,32767,-20
328813637,32767,32767,32767,32767,-19,-8
328818712,32767,32767,32767,32767,32767,32767
328823789,32767,32767,32767,11,10,-13
328828858,32767,32767,32767,32767,32767,32767
328859469,32767,32767,32767,32767,32767,32767
328864529,32767,32767,32767,32767,-19,-26
328869518,32767,32767,32767,32767,32767,32767
328874525,32767,32767,32767,32767,6,-27
328879606,32767,32767,32767,32767,32767,32767
328884679,32767,32767,32767,9,32767,-20
328889756,32767,32767,32767,32767,-20,32767
328894821,32767,32767,32767,32767,32767,-29
328920195,32767,32767,32767,32767,32767,32767
328925276,32767,32767,32767,32767,11,-32
328930340,32767,32767,32767,32767,32767,32767
328935637,32767,32767,32767,8,32767,-31
328940670,32767,32767,32767,32767,-17,32767
328945677,32767,32767,32767,32767,32767,-31
328950737,32767,32767,32767,32767,7,32767
328955731,32767,32767,32767,32767,32767,-4
328960798,32767,32767,32767,32767,32767,32767
328965863,32767,32767,32767,32767,-18,-41
328970942,32767,32767,32767,32767,32767,32767
328976008,32767,32767,32767,32767,6,-32
328981092,32767,32767,32767,32767,32767,32767
328986159,32767,32767,32767,8,32767,-36
328991284,32767,32767,32767,32767,-18,32767
328996321,32767,32767,32767,32767,32767,-20
329001381,32767,32767,32767,32767,32767,32767
329006462,32767,32767,32767,32767,-42,-11
329011529,32767,32767,32767,32767,32767,32767
329016624,32767,32767,32767,32767,-19,-14
329021866,32767,32767,32767,32767,32767,-5
329026906,32767,32767,32767,32767,6,32767
329031877,32767,32767,32767,32767,32767,32767
329036898,32767,32767,32767,32767,32767,-24
329041976,32767,32767,32767,32767,-19,32767
329047052,32767,32767,32767,7,32767,-18
329052149,32767,32767,32767,32767,6,32767
329092716,32767,32767,32767,32767,-16,-1
329097796,32767,32767,32767,8,32767,32767
329103112,32767,32767,32767,32767,6,-13
329108051,32767,32767,32767,32767,32767,-27
329113056,32767,32767,32767,32767,32767,-11
329118117,32767,32767,32767,32767,-19,32767
329123162,32767,32767,32767,32767,32767,-6
329128244,32767,32767,32767,32767,6,32767
329133310,32767,32767,32767,32767,32767,-7
329138381,32767,32767,32767,32767,32767,32767
329143454,32767,32767,32767,32767,-19,-1
329148537,32767,32767,32767,10,32767,32767
329153612,32767,32767,32767,32767,7,-19
329158686,32767,32767,32767,32767,32767,-14
329163754,32767,32767,32767,32767,32767,-13
329168825,32767,32767,32767,32767,-17,32767
329178980,32767,32767,32767,32767,10,32767
329184258,32767,32767,32767,32767,32767,-23
329189310,32767,32767,32767,32767,32767,32767
329194253,32767,32767,32767,32767,-17,-14
329199281,32767,32767,32767,32767,32767,32767
329204348,32767,32767,32767,32767,32767,1
329209418,32767,32767,32767,7,-43,32767
329214500,32767,32767,32767,32767,32767,-32
329229717,32767,32767,32767,32767,5,32767
329234789,32767,32767,32767,32767,32767,-36
329239863,32767,32767,32767,32767,32767,32767
329244940,32767,32767,32767,32767,-18,-21
329250018,32767,32767,32767,32767,32767,32767
329255104,32767,32767,32767,32767,32767,-5
329260172,32767,32767,32767,12,-43,-14
329265527,32767,32767,32767,32767,32767,-30
329270461,32767,32767,32767,32767,-20,32767
329275453,32767,32767,32767,32767,32767,-30
329280540,32767,32767,32767,32767,7,32767
329285555,32767,32767,32767,32767,32767,-24
329290610,32767,32767,32767,32767,32767,32767
329295701,32767,32767,32767,32767,-20,-32
329300766,32767,32767,32767,32767,32767,32767
329305827,32767,32767,32767,32767,5,-24
329310907,32767,32767,32767,8,32767,32767
329331198,32767,32767,32767,32767,8,32767
329336276,32767,32767,32767,32767,32767,32767
329341355,32767,32767,32767,32767,32767,32767
329346698,32767,32767,32767,32767,-20,32767
329351639,32767,32767,32767,32767,32767,32767
329356641,32767,32767,32767,32767,5,-10
329361655,32767,32767,32767,32767,32767,2
329366719,32767,32767,32767,32767,32767,-12
329371801,32767,32767,32767,7,-20,32767
329376873,32767,32767,32767,32767,32767,-33
329407318,32767,32767,32767,32767,32767,-19
329412392,32767,32767,32767,32767,-43,-5
329417468,32767,32767,32767,32767,32767,32767
329422534,32767,32767,32767,7,-18,-7
329427849,32767,32767,32767,32767,32767,32767
329432862,32767,32767,32767,32767,5,-5
329437836,32767,32767,32767,32767,32767,32767
329442890,32767,32767,32767,32767,32767,3
329447911,32767,32767,32767,32767,-20,32767
329452981,32767,32767,32767,32767,32767,32767
329458062,32767,32767,32767,32767,6,-28
329463136,32767,32767,32767,32767,32767,-11
329468202,32767,32767,32767,32767,32767,32767
329473293,32767,32767,32767,8,-20,-14
329478350,32767,32767,32767,32767,32767,32767
329483430,32767,32767,32767,32767,6,-1
329488504,32767,32767,32767,32767,32767,32767
329493572,32767,32767,32767,32767,32767,1
329498652,32767,32767,32767,32767,-18,32767
329503718,32767,32767,32767,32767,32767,-4
329509034,32767,32767,32767,32767,5,32767
329514072,32767,32767,32767,32767,32767,32767
329519027,32767,32767,32767,32767,32767,32767
329524035,32767,32767,32767,32767,-19,32767
329529103,32767,32767,32767,32767,32767,32767
329534165,32767,32767,32767,7,5,32767
329539241,32767,32767,32767,32767,32767,32767
329544324,32767,32767,32767,32767,32767,32767
329549391,32767,32767,32767,32767,-19,32767
329554459,32767,32767,32767,32767,32767,32767
329559541,32767,32767,32767,32767,5,2
329564611,32767,32767,32767,32767,32767,0
329569703,32767,32767,32767,32767,32767,-5
329574766,32767,32767,32767,32767,-18,-12
329579838,32767,32767,32767,32767,32767,32767
329584913,32767,32767,32767,11,10,-8
329590165,32767,32767,32767,32767,32767,32767
329595225,32767,32767,32767,32767,32767,-20
329600225,32767,32767,32767,32767,-18,32767
329605234,32767,32767,32767,32767,32767,-6
329610291,32767,32767,32767,32767,32767,32767
329615354,32767,32767,32767,32767,-43,-26
329620427,32767,32767,32767,32767,32767,32767
329625499,32767,32767,32767,32767,-19,-13
329630583,32767,32767,32767,32767,32767,32767
329635677,32767,32767,32767,9,5,-25
329640763,32767,32767,32767,32767,32767,32767
329655944,32767,32767,32767,32767,32767,-6
329661040,32767,32767,32767,32767,8,32767
329666095,32767,32767,32767,32767,32767,-27
329671423,32767,32767,32767,32767,32767,32767
329676421,32767,32767,32767,32767,-20,-24
329681434,32767,32767,32767,32767,32767,32767
329686435,32767,32767,32767,32767,6,-18
329691471,32767,32767,32767,32767,32767,32767
329696538,32767,32767,32767,7,32767,-25
329701611,32767,32767,32767,32767,-21,32767
329706692,32767,32767,32767,32767,32767,-10
329711790,32767,32767,32767,32767,6,32767
329716841,32767,32767,32767,32767,32767,-48
329721942,32767,32767,32767,32767,32767,32767
329726993,32767,32767,32767,32767,-20,-19
329732092,32767,32767,32767,32767,32767,32767
329737134,32767,32767,32767,32767,9,-20
329742202,32767,32767,32767,32767,32767,32767
329747288,32767,32767,32767,8,32767,-24
329752363,32767,32767,32767,32767,-16,32767
329757614,32767,32767,32767,32767,32767,-15
329762611,32767,32767,32767,32767,6,-6
329767649,32767,32767,32767,32767,32767,32767
329772691,32767,32767,32767,32767,32767,-7
329777724,32767,32767,32767,32767,-19,32767
329782803,32767,32767,32767,32767,32767,-8
329787868,32767,32767,32767,32767,5,32767
329792957,32767,32767,32767,32767,32767,-5
329798016,32767,32767,32767,7,32767,32767
329803107,32767,32767,32767,32767,-21,-12
329808170,32767,32767,32767,32767,32767,-37
329813242,32767,32767,32767,32767,32767,-2
329818315,32767,32767,32767,32767,-44,32767
329823397,32767,32767,32767,32767,32767,-10
329828470,32767,32767,32767,32767,-18,32767
329833565,32767,32767,32767,32767,32767,-5
329838803,32767,32767,32767,32767,5,32767
329843819,32767,32767,32767,32767,32767,-5
329848843,32767,32767,32767,32767,32767,32767
329853825,32767,32767,32767,32767,-20,32767
329858918,32767,32767,32767,7,32767,-32
329863985,32767,32767,32767,32767,5,-17
329884285,32767,32767,32767,32767,32767,-23
329889380,32767,32767,32767,32767,6,32767
329894427,32767,32767,32767,32767,32767,-4
329899504,32767,32767,32767,32767,32767,32767
329904582,32767,32767,32767,32767,-17,-3
329909647,32767,32767,32767,8,32767,32767
329914734,32767,32767,32767,32767,9,-11
329920030,32767,32767,32767,32767,32767,32767
329925050,32767,32767,32767,32767,32767,-20
329929997,32767,32767,32767,32767,-17,32767
329935086,32767,32767,32767,32767,32767,-8
329940101,32767,32767,32767,32767,7,32767
329945172,32767,32767,32767,32767,32767,-20
329950255,32767,32767,32767,32767,32767,32767
329955322,32767,32767,32767,32767,-20,1
329960394,32767,32767,32767,8,32767,32767
329965462,32767,32767,32767,32767,5,-25
329970540,32767,32767,32767,32767,32767,32767
329975618,32767,32767,32767,32767,32767,-17
329980697,32767,32767,32767,32767,-16,32767
329985821,32767,32767,32767,32767,32767,-24
329990845,32767,32767,32767,32767,8,32767
329995910,32767,32767,32767,32767,32767,-11
330001211,32767,32767,32767,32767,32767,32767
330006235,32767,32767,32767,32767,-21,-16
330011245,32767,32767,32767,32767,32767,32767
330016256,32767,32767,32767,32767,6,-15
330021310,32767,32767,32767,6,32767,32767
330026360,32767,32767,32767,32767,32767,-23
330031427,32767,32767,32767,32767,-20,32767
330036502,32767,32767,32767,32767,32767,-11
330041602,32767,32767,32767,32767,5,32767
330046653,32767,32767,32767,32767,32767,-26
330051724,32767,32767,32767,32767,32767,2
330056796,32767,32767,32767,32767,-20,-6
330061891,32767,32767,32767,32767,32767,-2
330066944,32767,32767,32767,32767,32767,32767
330072034,32767,32767,32767,8,-44,32767
330077105,32767,32767,32767,32767,32767,-28
330082382,32767,32767,32767,32767,-20,-8
330087387,32767,32767,32767,32767,32767,32767
330092407,32767,32767,32767,32767,5,32767
330097428,32767,32767,32767,32767,32767,-24
330102483,32767,32767,32767,32767,32767,1
330107552,32767,32767,32767,32767,-21,-11
330112613,32767,32767,32767,32767,32767,-13
330117694,32767,32767,32767,32767,7,32767
330122761,32767,32767,32767,7,32767,-5
330127836,32767,32767,32767,32767,32767,32767
330132913,32767,32767,32767,32767,-21,-19
330137981,32767,32767,32767,32767,32767,32767
330143055,32767,32767,32767,32767,10,-11
330148129,32767,32767,32767,32767,32767,32767
330153207,32767,32767,32767,32767,32767,-14
330158293,32767,32767,32767,32767,-17,-13
330163597,32767,32767,32767,32767,32767,-21
330178625,32767,32767,32767,32767,32767,32767
330183652,32767,32767,32767,7,-20,-14
330188728,32767,32767,32767,32767,32767,32767
330193802,32767,32767,32767,32767,4,-12
330198870,32767,32767,32767,32767,32767,32767
330203946,32767,32767,32767,32767,32767,-16
330209018,32767,32767,32767,32767,-21,-25
330214096,32767,32767,32767,32767,32767,-27
330219175,32767,32767,32767,32767,6,32767
330224251,32767,32767,32767,32767,32767,-23
330229330,32767,32767,32767,32767,32767,32767
330234395,32767,32767,32767,8,-17,-28
330239463,32767,32767,32767,32767,32767,32767
330244788,32767,32767,32767,32767,5,-21
330249834,32767,32767,32767,32767,32767,32767
330254777,32767,32767,32767,32767,32767,-18
330259771,32767,32767,32767,32767,-19,-28
330269915,32767,32767,32767,32767,6,32767
330274984,32767,32767,32767,32767,32767,-29
330280063,32767,32767,32767,32767,32767,32767
330285139,32767,32767,32767,10,-20,-20
330290207,32767,32767,32767,32767,32767,32767
330295297,32767,32767,32767,32767,6,-18
330300354,32767,32767,32767,32767,32767,32767
330305426,32767,32767,32767,32767,32767,-11
330325991,32767,32767,32767,32767,32767,-41
330330995,32767,32767,32767,32767,32767,32767
330336039,32767,32767,32767,32767,-20,-36
330340979,32767,32767,32767,32767,32767,32767
330346019,32767,32767,32767,8,5,-36
330351123,32767,32767,32767,32767,32767,32767
330356169,32767,32767,32767,32767,32767,-16
330361241,32767,32767,32767,32767,-21,1
330366327,32767,32767,32767,32767,32767,32767
330386619,32767,32767,32767,32767,-18,-23
330391694,32767,32767,32767,32767,32767,32767
330396759,32767,32767,32767,8,8,-29
330401851,32767,32767,32767,32767,32767,1
330407116,32767,32767,32767,32767,32767,-27
330412200,32767,32767,32767,32767,-21,32767
330417199,32767,32767,32767,32767,32767,-38
330437355,32767,32767,32767,32767,-21,32767
330442432,32767,32767,32767,32767,32767,-6
330447501,32767,32767,32767,7,4,32767
330452577,32767,32767,32767,32767,32767,32767
330457657,32767,32767,32767,32767,32767,-19
330462733,32767,32767,32767,32767,-21,-4
330467809,32767,32767,32767,32767,32767,32767
330472870,32767,32767,32767,32767,32767,-11
330477947,32767,32767,32767,32767,-43,32767
330483022,32767,32767,32767,32767,32767,0
330508390,32767,32767,32767,7,32767,-29
330513463,32767,32767,32767,32767,-20,-18
330518556,32767,32767,32767,32767,32767,32767
330523619,32767,32767,32767,32767,6,-13
330528696,32767,32767,32767,32767,32767,32767
330533762,32767,32767,32767,32767,32767,-3
330538833,32767,32767,32767,32767,-21,32767
330543907,32767,32767,32767,32767,32767,-24
330548984,32767,32767,32767,32767,10,32767
330554057,32767,32767,32767,32767,32767,-11
330574567,32767,32767,32767,32767,5,-11
330579597,32767,32767,32767,32767,32767,32767
330584557,32767,32767,32767,32767,32767,-17
330589623,32767,32767,32767,32767,-20,32767
330594649,32767,32767,32767,32767,32767,-8
330599724,32767,32767,32767,32767,5,32767
330604799,32767,32767,32767,32767,32767,-3
330630168,32767,32767,32767,32767,32767,32767
330635247,32767,32767,32767,32767,32767,-32
330640343,32767,32767,32767,32767,-18,32767
330645389,32767,32767,32767,32767,32767,-19
330650469,32767,32767,32767,32767,10,32767
330655777,32767,32767,32767,32767,32767,-4
330660781,32767,32767,32767,32767,32767,32767
330665737,32767,32767,32767,32767,-18,-39
330670772,32767,32767,32767,8,32767,32767
330675843,32767,32767,32767,32767,7,-32
330680911,32767,32767,32767,32767,32767,32767
330685984,32767,32767,32767,32767,32767,-40
330691109,32767,32767,32767,32767,-21,32767
330696138,32767,32767,32767,32767,32767,-13
330701206,32767,32767,32767,32767,5,32767
330706314,32767,32767,32767,32767,32767,-4
330711354,32767,32767,32767,32767,32767,32767
330716437,32767,32767,32767,32767,-18,-24
330726573,32767,32767,32767,32767,7,32767
330731650,32767,32767,32767,32767,32767,32767
330736967,32767,32767,32767,32767,32767,-26
330741976,32767,32767,32767,32767,-20,-1
330746972,32767,32767,32767,32767,32767,32767
330752014,32767,32767,32767,32767,6,32767
330757020,32767,32767,32767,32767,32767,-12
330762096,32767,32767,32767,32767,32767,32767
330767168,32767,32767,32767,32767,-19,-40
330772253,32767,32767,32767,8,32767,-2
330782394,32767,32767,32767,32767,32767,1
330787471,32767,32767,32767,32767,32767,32767
330792539,32767,32767,32767,32767,-18,-5
330797621,32767,32767,32767,32767,32767,32767
330802687,32767,32767,32767,32767,9,-13
330807758,32767,32767,32767,32767,32767,-29
330812835,32767,32767,32767,32767,32767,32767
330818131,32767,32767,32767,32767,-19,-30
330848357,32767,32767,32767,32767,32767,32767
330853428,32767,32767,32767,32767,5,1
330858499,32767,32767,32767,32767,32767,-35
330863585,32767,32767,32767,32767,32767,-19
330868650,32767,32767,32767,32767,-21,32767
330873723,32767,32767,32767,32767,32767,-3
330878795,32767,32767,32767,32767,8,32767
330883877,32767,32767,32767,10,32767,-15
330888950,32767,32767,32767,32767,32767,32767
330894026,32767,32767,32767,32767,-18,-5
330899347,32767,32767,32767,32767,32767,32767
330904349,32767,32767,32767,32767,5,-24
330909363,32767,32767,32767,32767,32767,-37
330914365,32767,32767,32767,32767,32767,-8
330919397,32767,32767,32767,32767,-20,32767
330924469,32767,32767,32767,32767,32767,-13
330929540,32767,32767,32767,32767,5,32767
330934618,32767,32767,32767,8,32767,-2
330939687,32767,32767,32767,32767,32767,32767
330944764,32767,32767,32767,32767,-21,-20
330949839,32767,32767,32767,32767,32767,32767
330954908,32767,32767,32767,32767,5,1
330959979,32767,32767,32767,32767,32767,32767
330965095,32767,32767,32767,32767,32767,-23
330970136,32767,32767,32767,32767,-18,32767
330975228,32767,32767,32767,32767,32767,-13
330980593,32767,32767,32767,32767,7,32767
330985532,32767,32767,32767,32767,32767,-6
330990531,32767,32767,32767,32767,32767,32767
330995624,32767,32767,32767,10,-19,-8
331000598,32767,32767,32767,32767,32767,32767
331005649,32767,32767,32767,32767,7,-8
331010774,32767,32767,32767,32767,32767,32767
331015796,32767,32767,32767,32767,32767,-12
331020877,32767,32767,32767,32767,-19,32767
331025949,32767,32767,32767,32767,32767,-25
331031043,32767,32767,32767,32767,32767,32767
331036095,32767,32767,32767,32767,-40,32767
331041168,32767,32767,32767,32767,32767,32767
331046240,32767,32767,32767,9,-16,-29
331056391,32767,32767,32767,32767,9,2
331061690,32767,32767,32767,32767,32767,-3
331066758,32767,32767,32767,32767,32767,32767
331071768,32767,32767,32767,32767,-20,32767
331076708,32767,32767,32767,32767,32767,-23
331081790,32767,32767,32767,32767,6,32767
331086832,32767,32767,32767,32767,32767,-28
331091918,32767,32767,32767,32767,32767,-4
331096985,32767,32767,32767,7,-20,32767
331102056,32767,32767,32767,32767,32767,-3
331107135,32767,32767,32767,32767,6,-12
331112201,32767,32767,32767,32767,32767,32767
331117299,32767,32767,32767,32767,32767,-31
331122351,32767,32767,32767,32767,-17,-5
331127422,32767,32767,32767,32767,32767,32767
331132499,32767,32767,32767,32767,8,32767
331137570,32767,32767,32767,32767,32767,32767
331142869,32767,32767,32767,32767,32767,2
331147895,32767,32767,32767,32767,-19,-13
331152904,32767,32767,32767,32767,32767,-17
331157939,32767,32767,32767,10,6,-27
331162939,32767,32767,32767,32767,32767,32767
331168015,32767,32767,32767,32767,32767,-20
331173111,32767,32767,32767,32767,-19,-12
331178163,32767,32767,32767,32767,32767,32767
331183287,32767,32767,32767,32767,6,1
331188320,32767,32767,32767,32767,32767,32767
331193394,32767,32767,32767,32767,32767,1
331198459,32767,32767,32767,32767,-18,32767
331203534,32767,32767,32767,32767,32767,-7
331208615,32767,32767,32767,8,7,-17
331213697,32767,32767,32767,32767,32767,-19
331218755,32767,32767,32767,32767,32767,32767
331223834,32767,32767,32767,32767,-18,-5
331229153,32767,32767,32767,32767,32767,32767
331234120,32767,32767,32767,32767,5,-8
331239098,32767,32767,32767,32767,32767,32767
331244129,32767,32767,32767,32767,32767,-24
331249207,32767,32767,32767,32767,-20,32767
331254292,32767,32767,32767,32767,32767,1
331259349,32767,32767,32767,8,5,-38
331264432,32767,32767,32767,32767,32767,-11
331269495,32767,32767,32767,32767,32767,32767
331274569,32767,32767,32767,32767,-20,-12
331279646,32767,32767,32767,32767,32767,32767
331284719,32767,32767,32767,32767,7,0
331299959,32767,32767,32767,32767,-18,32767
331305020,32767,32767,32767,32767,32767,-3
331310313,32767,32767,32767,32767,5,32767
331315338,32767,32767,32767,32767,32767,-20
331320368,32767,32767,32767,8,32767,32767
331325304,32767,32767,32767,32767,-20,-6
331330387,32767,32767,32767,32767,32767,32767
331335469,32767,32767,32767,32767,5,-17
331340534,32767,32767,32767,32767,32767,32767
331345618,32767,32767,32767,32767,32767,-15
331350722,32767,32767,32767,32767,-20,32767
331355755,32767,32767,32767,32767,32767,-12
331360837,32767,32767,32767,32767,8,32767
331365901,32767,32767,32767,32767,32767,-13
331370981,32767,32767,32767,8,32767,32767
331376049,32767,32767,32767,32767,-18,-26
331381132,32767,32767,32767,32767,32767,32767
331386205,32767,32767,32767,32767,9,-16
331391528,32767,32767,32767,32767,32767,32767
331396498,32767,32767,32767,32767,32767,-27
331401529,32767,32767,32767,32767,-19,32767
331406498,32767,32767,32767,32767,32767,-6
331411579,32767,32767,32767,32767,7,32767
331416650,32767,32767,32767,32767,32767,-15
331421719,32767,32767,32767,8,32767,-2
331426800,32767,32767,32767,32767,-21,32767
331431875,32767,32767,32767,32767,32767,32767
331436937,32767,32767,32767,32767,5,-24
331442014,32767,32767,32767,32767,32767,32767
331447095,32767,32767,32767,32767,32767,-14
331452176,32767,32767,32767,32767,-15,32767
331457245,32767,32767,32767,32767,32767,-13
331462329,32767,32767,32767,32767,8,1
331467411,32767,32767,32767,32767,32767,32767
331472672,32767,32767,32767,32767,32767,-2
331477683,32767,32767,32767,32767,-19,32767
331482716,32767,32767,32767,8,32767,1
