timestamp,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,delta_heading,ref_alt,dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,xy_global,z_global,dist_bottom_valid
317883355,0,0.0,0.0,-0.020732692,0.013152827,-0.025535814,0.0019467305,0.017228965,-0.6386945,-0.006429467,0.00035347,0.0056022145,0.00024129325,-8.074943e-07,1.3853341e-05,-0.06303603,-0.1267688,-0.05550566,0.04202379,1.6286246,-0.38202158,0.0,0.10029196,0.03396558,0.016854076,0.05871303,0.03316057,inf,inf,inf,inf,1,1,1,1,2,1,1,1,3,0,0,1
317893716,0,0.0,0.0,-0.02074799,0.013168056,-0.025537372,0.0019467305,0.017228965,-0.6386945,-0.006087039,0.0007813126,0.005375681,2.0394058e-05,-8.074943e-07,1.3853341e-05,-0.06303603,0.032852836,0.046811163,0.0064569027,1.6286207,-0.38202158,0.0,0.100290336,0.034416683,0.016853224,0.059158687,0.03315732,inf,inf,inf,inf,1,1,1,1,2,1,1,1,3,0,0,1
318086349,0,0.0,0.0,-0.020934839,0.013471168,-0.025675809,0.0019467305,0.017228965,-0.6386945,-0.006931109,0.0017475354,0.0008658925,-0.004393957,-8.074943e-07,1.3853341e-05,-0.06303603,-0.08519337,-0.0024552022,-0.25278488,1.6286964,-0.38202158,0.0,0.10036671,0.033298876,0.016836306,0.057972573,0.03308352,inf,inf,inf,inf,1,1,1,1,2,1,1,1,3,0,0,1
318187830,0,0.0,0.0,-0.02093696,0.013621715,-0.026625901,0.0019467305,0.017228965,-0.6386945,-0.007168081,0.0010600741,-0.0076712766,-0.012858398,-8.074943e-07,1.3853341e-05,-0.06303603,-0.1991206,0.011069034,-0.08647138,1.6287308,-0.38202158,0.0,0.101305075,0.033466995,0.016827203,0.05821567,0.03305014,inf,inf,inf,inf,1,1,1,1,2,1,1,1,3,0,0,1
318289327,0,0.0,0.0,-0.020954324,0.013716053,-0.028573733,0.0019467305,0.017228965,-0.6386945,-0.006692596,0.00035380817,-0.02087734,-0.025993854,-8.074943e-07,1.3853341e-05,-0.06303603,-0.1861223,-0.14589936,-0.07547324,1.6287473,-0.38202158,0.0,0.10291971,0.03236567,0.016819183,0.057118163,0.033009447,inf,inf,inf,inf,1,1,1,1,2,1,1,1,3,0,0,1
318385921,0,0.0,0.0,-0.020906996,0.013771364,-0.031717375,0.0019467305,0.017228965,-0.6386945,-0.0060501113,0.0011588294,-0.03395804,-0.038979277,-8.074943e-07,1.3853341e-05,-0.06303603,-0.11291072,0.03443224,-0.08810826,1.6287314,-0.38202158,0.0,0.10512428,0.03229146,0.016810395,0.057128157,0.032971747,inf,inf,inf,inf,1,1,1,1,2,1,1,1,3,0,0,1
318487235,0,0.0,0.0,-0.020875841,0.0138014,-0.036177006,0.0019467305,0.017228965,-0.6386945,-0.0063577504,0.00034292397,-0.04755851,-0.05233689,-8.074943e-07,1.3853341e-05,-0.06303603,0.036153015,-0.07978933,-0.16246268,1.6287851,-0.38202158,0.0,0.10799906,0.03224957,0.016802194,0.05713952,0.032935124,inf,inf,inf,inf,1,1,1,1,2,1,1,1,3,0,0,1
318588721,0,0.0,0.0,-0.020844666,0.013777466,-0.041757047,0.0019467305,0.017228965,-0.6386945,-0.0066137384,-0.00015802844,-0.06233945,-0.0666074,-8.074943e-07,1.3853341e-05,-0.06303603,-0.2317297,-0.123189464,-0.1781372,1.6287462,-0.38202158,0.0,0.11120292,0.032226875,0.016794067,0.05727026,0.03291195,inf,inf,inf,inf,1,1,1,1,2,1,1,1,3,0,0,1
318690219,0,0.0,0.0,-0.020870617,0.013705448,-0.048274904,0.0019467305,0.017228965,-0.6386945,-0.0048566246,-0.0002249465,-0.07699587,-0.08032015,-8.074943e-07,1.3853341e-05,-0.06303603,0.3264856,-0.010785408,-0.25324464,1.6287485,-0.38202158,0.0,0.11495459,0.03222271,0.0167867,0.057392087,0.03288962,inf,inf,inf,inf,1,1,1,1,2,1,1,1,3,0,0,1
318792009,0,0.0,0.0,-0.020959783,0.013593893,-0.055628203,0.0019467305,0.017228965,-0.6386945,-0.006761709,3.8935126e-05,-0.091354765,-0.09317892,-8.074943e-07,1.3853341e-05,-0.06303603,0.0637932,0.056324564,-0.20810504,1.6287718,-0.38202158,0.0,0.11923208,0.03384901,0.016779939,0.059020046,0.03286783,inf,inf,inf,inf,1,1,1,1,2,1,1,1,3,0,0,1
