timestamp,timestamp_sample,xyz[0],xyz[1],xyz[2]
317891511,317891181,0.001037262,0.0010784287,-0.0033758362
317892786,317892484,0.0037963067,0.0015656434,0.01238265
317895258,317894960,0.0060404185,0.001954429,0.031485
317897782,317897465,0.003950931,0.0018758643,0.026616456
318010558,318010219,0.0010732333,0.0036581242,-0.002011826
318013094,318012757,0.0051829554,0.009697714,-0.0031312807
318018138,318017830,-0.0009123438,0.0060604652,0.002186694
318020710,318020384,-0.0037639758,-0.0035684037,0.0057374723
318024542,318024179,-0.0011116106,-0.013505406,0.005581399
318027012,318026710,0.0007160474,-0.011453218,0.0007442653
318030872,318030524,0.004200539,0.0035983438,-0.0025307299
318034647,318034323,0.005035116,0.015834687,-0.00068175397
318038430,318038129,-0.003249437,0.007899895,0.002237864
318042278,318041935,-0.0045149312,-0.008958603,0.005019725
318044812,318044470,-0.0025753155,-0.01541714,0.0021686791
318048622,318048314,0.00018734873,-0.0065551354,0.00033169935
318052405,318052084,0.0013606685,0.009805047,-0.0032502296
318055189,318054841,0.003611433,0.015877232,-0.00021390525
318058918,318058616,-0.0011032112,0.0062631527,0.003101149
318062760,318062421,-0.0020458663,-0.008225666,0.005692568
318067664,318067365,0.0031008879,-0.011008948,-0.0011515834
318068947,318068614,0.0031054963,-0.008199672,-0.0012372802
318072689,318072389,0.0011053259,0.007585389,-0.0008732635
318077761,318077459,-0.0013401407,0.0078120194,0.0022351912
318080385,318080002,-0.00074645516,0.0011971348,0.004925558
318084111,318083798,0.0025126706,-0.0074168546,0.006434626
318089224,318088880,0.0010504778,-0.0047693853,-0.0046601347
318090459,318090150,0.0009528919,-0.002244786,-0.006359223
318094254,318093949,0.0009763549,0.006210859,-0.0039929277
318099349,318099023,-0.00072485826,0.0054070195,0.009124056
318100607,318100300,-0.00037248858,0.0033637532,0.011337787
318104404,318104104,0.0021982552,-0.0032860085,0.006963519
318108205,318107902,0.0030450693,-0.004140131,-0.0051836055
318113284,318112978,-0.0008322084,-0.002224519,-0.005754526
318114590,318114247,-0.0020649212,0.0002715698,-0.004070251
318118406,318118063,-0.0027387228,0.004730323,0.006506228
318124699,318124396,0.0029711216,-0.00051642687,0.006478077
318126018,318125679,0.0046964516,-0.0016929458,0.0030039225
318128581,318128207,0.0043040738,-0.00435246,-0.005216364
318134857,318134552,-0.0020595524,-0.0011492729,-0.004908208
318136188,318135832,-0.0028328819,0.0005767233,-0.000308603
318140215,318139840,-0.004191978,0.007032512,0.012597637
318142672,318142361,0.00062560727,0.006283448,0.012407474
318146358,318146060,0.005055913,0.0001620275,9.376551e-05
318150220,318149906,0.003172909,-0.009581313,-0.007803566
318153878,318153580,0.00033834646,-0.0050687403,-0.0077117225
318160247,318159938,-0.0055031,0.008413847,0.010596394
318164060,318163725,0.0005744065,0.005855094,0.009656469
318169116,318168802,0.009246519,-0.008449793,-0.006902424
318171709,318171337,0.006577236,-0.008903224,-0.011236105
318174173,318173873,0.0007204288,-0.0044524386,-0.009014078
318180555,318180217,-0.005193164,0.009565131,0.014281232
318181813,318181507,-0.0028946484,0.009799691,0.015113353
318185612,318185303,0.0021087376,-0.001877896,0.0061185234
318190725,318190371,0.0062780534,-0.0121886395,-0.008548532
318191943,318191635,0.0046003703,-0.009777676,-0.009789315
318195739,318195441,-0.0010819369,0.003153895,-0.0027856533
318200827,318200517,-0.006168822,0.009681109,0.011085542
318202117,318201785,-0.0044508637,0.0058663236,0.012084013
318205900,318205592,0.002091815,-0.007248635,0.0056392127
318209705,318209395,0.006520242,-0.009306811,-0.0041205995
318213506,318213200,0.0036916079,0.0006255098,-0.009404423
318216043,318215737,-0.00063322665,0.008115945,-0.005491964
318221341,318221036,-0.0072113727,0.0027537409,0.007818122
318223892,318223576,-0.0055465642,-0.004573532,0.01046456
318227680,318227333,0.004274108,-0.010004855,0.0074419654
318230069,318229765,0.0076829526,-0.003973658,-0.0032395832
318233865,318233552,0.003909761,0.006265514,-0.0076111685
318237651,318237306,-0.0043229694,0.009683521,-0.0032961073
318241433,318241114,-0.0053134025,-0.0044017048,0.0077591892
318245234,318244924,-0.0014545517,-0.011686239,0.008018789
318247754,318247453,0.0031043822,-0.007611485,0.0055397446
318251610,318251284,0.005430508,0.004167389,-0.0030104346
318255380,318255074,0.0035129886,0.011438595,-0.008397621
318262982,318262679,-0.0034183052,-0.011804333,0.011303145
318265522,318265217,-0.0019122636,-0.010779991,0.012239719
318271863,318271559,0.0045693284,0.0105531,-0.0074921674
318273140,318272829,0.004326592,0.012731016,-0.0084732855
318275664,318275366,0.0021127246,0.00858678,-0.008051073
318280743,318280439,-0.0010578177,-0.00856113,0.005701687
318283356,318282996,-0.003611949,-0.01162505,0.007780612
318287150,318286788,-0.0004491851,-0.003899799,0.00568197
318292171,318291857,0.00049623824,0.0101878205,-0.0069818604
318293430,318293128,0.0010586405,0.009531249,-0.006424595
318297231,318296930,0.0040774453,0.0030474125,-0.0013218169
318301233,318300900,-0.00066422095,-0.010258001,0.005298132
318303776,318303475,-0.0023733068,-0.011663502,0.0076147327
318307547,318307235,-0.0014141588,-0.00055568514,0.0024275745
318311300,318310971,0.001271428,0.008528383,-0.0030830088
318316280,318315970,0.0060030785,0.0026456465,0.002571203
318317597,318317286,0.006056192,1.299808e-05,0.004015738
318322651,318322314,-0.0015870554,-0.0063909935,0.0060437117
318328951,318328648,-0.0032070894,0.0032823533,-0.003975419
318331516,318331190,7.2103445e-05,0.0063490234,-0.0030439636
318336562,318336260,0.006581662,0.002756583,0.0064808796
318339109,318338796,0.0036340049,-0.001199966,0.0077947415
318342939,318342604,-0.00086773076,-0.00710628,0.0014026045
318347989,318347681,-0.0027844019,-0.002542173,-0.008199381
318349311,318348953,-0.0010829199,-0.0011466028,-0.008332967
318353082,318352754,0.004037219,0.003246926,0.001351728
318356860,318356558,0.0038375428,0.0032790732,0.008087668
318360738,318360372,-0.0007832309,0.00038231004,0.0067166677
318363261,318362909,-0.0026701086,-0.0016252756,-0.0016418757
318368297,318367976,0.0005762635,-0.0075026224,-0.007917021
318370848,318370512,0.0029551066,-0.0055760015,-0.0025537494
318374654,318374321,0.0009359696,0.0031965333,0.009706366
318377159,318376857,0.0005938757,0.0067401724,0.01230049
318381005,318380669,-0.001368791,0.0049661244,0.0005699453
318384995,318384684,-0.0011559024,-0.0043023936,-0.0059593082
318388727,318388424,0.0019444962,-0.009632779,-0.00836633
318392581,318392221,0.0009881853,-0.002659154,0.0033860938
318395072,318394709,-0.0002124979,0.004704436,0.005876325
318398761,318398424,-0.0028829398,0.0118941795,0.0076379282
318402533,318402230,-0.0012312373,0.0016845175,-0.0018661505
318429194,318428871,0.0063398588,-0.008890935,-0.0031135408
318430459,318430140,0.004096556,-0.0049464405,-0.002683359
