timestamp,timestamp_sample,baro_device_id,baro_alt_meter,baro_temp_celcius,baro_pressure_pa,rho
349604936,349587117,3997714,41.273033,36.45,100830.25,1.1980301
349665838,349642779,3997714,41.08543,36.46,100832.5,1.1980569
349716712,349696230,3997714,41.000874,36.46,100833.5,1.1980687
349767275,349749496,3997714,41.209618,36.469997,100831.0,1.198039
349828248,349805292,3997714,40.874043,36.469997,100835.0,1.1980866
349878924,349858605,3997714,41.000874,36.48,100833.5,1.1980687
349929808,349911900,3997714,41.02201,36.48,100833.24,1.1980658
349990696,349967728,3997714,40.979736,36.489998,100833.75,1.1980717
350041456,350021035,3997714,41.000874,36.489998,100833.5,1.1980687
350203694,350183329,3997714,41.02201,36.5,100833.25,1.1980658
350254541,350236594,3997714,40.916317,36.51,100834.5,1.1980807
350315390,350292407,3997714,40.81327,36.52,100835.74,1.1980954
350365941,350345563,3997714,41.08543,36.52,100832.5,1.1980569
350477580,350454729,3997714,40.79213,36.53,100836.0,1.1980985
350528530,350508098,3997714,40.916317,36.53,100834.5,1.1980807
350579041,350561300,3997714,40.874043,36.53,100835.0,1.1980866
350640135,350617125,3997714,40.937458,36.54,100834.25,1.1980777
350690897,350670488,3997714,40.85554,36.54,100835.24,1.1980895
350802371,350779508,3997714,40.958595,36.55,100834.0,1.1980747
350853106,350832631,3997714,41.1462,36.55,100831.75,1.198048
350903774,350885941,3997714,40.979736,36.55,100833.75,1.1980717
350964679,350941820,3997714,40.770992,36.559998,100836.24,1.1981014
351017503,350995149,3997714,40.8529,36.559998,100835.25,1.1980896
351071871,351048924,3997714,40.847622,36.559998,100835.33,1.1980906
351122530,351101583,3997714,40.763065,36.55,100836.33,1.1981024
351246161,351219842,3997714,40.958595,36.559998,100834.0,1.1980747
351413843,351390848,3997714,41.08543,36.57,100832.49,1.1980568
351464383,351444015,3997714,40.89518,36.579998,100834.75,1.1980836
351515222,351497374,3997714,40.979736,36.579998,100833.75,1.1980717
351576083,351553128,3997714,41.000874,36.579998,100833.5,1.1980687
351626788,351606377,3997714,40.874043,36.59,100835.0,1.1980866
351677447,351659612,3997714,41.04315,36.59,100832.99,1.1980628
