timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1
325934346,-0.0016322501,0.0036431022,0.008683343,0.0
325954629,-0.0018881989,0.0040848656,0.008370829,0.0
325974932,-0.002014627,0.0044761417,0.008048197,0.0
325994190,-0.0020631927,0.0047843796,0.0077139386,0.0
326032060,-0.0018430786,0.005369501,0.006981727,0.0
326054849,-0.0018241941,0.0057553146,0.006519346,0.0
326076643,-0.0019675011,0.0057707387,0.0060711796,0.0
326091716,-0.002024723,0.0056286636,0.0057623726,0.0
326112025,-0.0019593767,0.005350146,0.00535068,0.0
326133508,-0.0016545407,0.005085643,0.0049006687,0.0
326156557,-0.0015485742,0.004969543,0.004396626,0.0
326213420,-0.0019472165,0.0051781205,0.0031027012,0.0
326233726,-0.0018835188,0.005132266,0.002652443,0.0
326254031,-0.0017455899,0.005143686,0.0022004682,0.0
326274323,-0.0016030023,0.0052784686,0.0017420079,0.0
326294612,-0.0014011306,0.0054680556,0.0012668603,0.0
326313636,-0.0014159278,0.005626775,0.0008422237,0.0
326333966,-0.0016052047,0.0057022935,0.00038073323,0.0
326354227,-0.0016511295,0.0054956493,-7.266313e-05,0.0
326375821,-0.0016301357,0.0053027733,-0.0005394765,0.0
326392343,-0.0015498287,0.004987613,-0.0008908746,0.0
326417667,-0.0015068081,0.0043571284,-0.0014286551,0.0
326436708,-0.0014843426,0.0038235986,-0.0018281422,0.0
326451927,-0.0015527128,0.0034865218,-0.0021374736,0.0
326473533,-0.0017189332,0.0030832964,-0.0025526362,0.0
326512861,-0.0024946963,0.002188707,-0.0032833673,0.0
326533118,-0.0028606865,0.0015441194,-0.0036242676,0.0
326553458,-0.002967056,0.0010415231,-0.00392805,0.0
326575135,-0.0028725932,0.0006906235,-0.0042201965,0.0
326592725,-0.0028532993,0.0005581302,-0.004445248,0.0
326613024,-0.0029299515,0.0006968623,-0.0046884334,0.0
326634603,-0.003079759,0.0009903063,-0.004929505,0.0
326653863,-0.0031873998,0.0011086693,-0.0051183617,0.0
326672645,-0.0035084183,0.0012373412,-0.0052783093,0.0
326694256,-0.0037470327,0.0010455855,-0.0054204175,0.0
326714518,-0.0036469407,0.00066863117,-0.0055150366,0.0
326732511,-0.0034662678,0.00050864066,-0.0055708857,0.0
326752578,-0.003326949,0.00056227774,-0.0055992096,0.0
326774202,-0.0035880338,0.0008995464,-0.005617619,0.0
326791978,-0.0038668292,0.0009585821,-0.0055951523,0.0
326833750,-0.0038813285,0.00047048586,-0.005404183,0.0
326854064,-0.003783708,0.00018010812,-0.005263682,0.0
326871822,-0.0037544272,9.5099465e-05,-0.005123226,0.0
326893633,-0.0038602157,-2.6071628e-05,-0.004930465,0.0
326913706,-0.004014993,-0.0002608317,-0.004721874,0.0
326935241,-0.004085242,-0.00080498983,-0.004455039,0.0
326952996,-0.0040946295,-0.0013716519,-0.0042389515,0.0
326994850,-0.0044855066,-0.0031144277,-0.0037235082,0.0
327012662,-0.0048253685,-0.00417092,-0.0035139245,0.0
327032960,-0.005395387,-0.005481194,-0.0032351578,0.0
327054501,-0.005412812,-0.0068129725,-0.0029332486,0.0
327092595,-0.005475134,-0.0082787685,-0.0023672788,0.0
327114184,-0.005526305,-0.008112984,-0.0020604625,0.0
327134399,-0.005742342,-0.00763817,-0.001793135,0.0
327152223,-0.005882583,-0.0071323058,-0.0015515358,0.0
327172464,-0.0058379564,-0.0065724934,-0.0012457211,0.0
327192769,-0.005495755,-0.006221057,-0.0009219494,0.0
327211790,-0.005183978,-0.0060887784,-0.00060267345,0.0
327253656,-0.0045184535,-0.006253176,0.00015496762,0.0
327272668,-0.0041529005,-0.006516533,0.00049914775,0.0
327292971,-0.0039611966,-0.006988902,0.0008612787,0.0
327313363,-0.0037582181,-0.007584436,0.0012217449,0.0
327334828,-0.0033970305,-0.008536654,0.0015999423,0.0
327355127,-0.003114769,-0.009118487,0.001958147,0.0
327375425,-0.0025154243,-0.009300756,0.0022815685,0.0
327395768,-0.002251731,-0.009011736,0.0025866984,0.0
327416015,-0.0022979288,-0.00844069,0.0028492825,0.0
327432523,-0.0021461553,-0.007967824,0.003057685,0.0
327452807,-0.0020920841,-0.007549953,0.0033298605,0.0
327512437,-0.0007089349,-0.007072362,0.003952544,0.0
327533987,-0.00056570175,-0.007161088,0.004126161,0.0
327551942,-0.0005206179,-0.007379675,0.004243544,0.0
327573323,-0.0004900336,-0.008003499,0.0043844455,0.0
327593627,-0.00043420758,-0.009045491,0.0045147184,0.0
327613915,-5.0449842e-05,-0.010191622,0.0046134656,0.0
327634366,0.00040302606,-0.01135922,0.0047081416,0.0
327654501,0.00080473616,-0.0122365635,0.0047730636,0.0
327673532,0.0009777128,-0.012782724,0.00479233,0.0
327695116,0.0011710121,-0.013005829,0.0047875308,0.0
327711906,0.0011757638,-0.012918139,0.0047658915,0.0
327734421,0.0010703721,-0.012838842,0.0047026933,0.0
327754723,0.0010276735,-0.012662413,0.004629929,0.0
327772496,0.0010943436,-0.012523256,0.0045574596,0.0
327793079,0.0013663443,-0.012434498,0.004454235,0.0
327813091,0.001756522,-0.0122301765,0.0043322286,0.0
327837178,0.002188556,-0.011951519,0.0041604424,0.0
327852427,0.0024341492,-0.011757506,0.004032041,0.0
327872726,0.0025151426,-0.011385399,0.0038354637,0.0
327891824,0.0024089552,-0.010922354,0.0036212262,0.0
327932369,0.0021137744,-0.010232224,0.0031012078,0.0
327953921,0.002111296,-0.010049079,0.0028085825,0.0
327974329,0.0024025056,-0.01020988,0.002515193,0.0
327991997,0.0027507788,-0.010426492,0.0022345278,0.0
328033799,0.0033596864,-0.010342414,0.0015324962,0.0
328055360,0.0034837811,-0.009625802,0.0011452385,0.0
328073143,0.003594035,-0.008822417,0.00083218655,0.0
328095974,0.0036606407,-0.0076974467,0.0004030768,0.0
328117531,0.0034306897,-0.0067560966,-5.022935e-06,0.0
328131582,0.0032711877,-0.00624055,-0.00026595016,0.0
328153054,0.0031679405,-0.0058227708,-0.0006624005,0.0
328174627,0.0030974098,-0.0055527464,-0.0010344487,0.0
328192406,0.003195721,-0.005339914,-0.0013203342,0.0
328212727,0.003595194,-0.0051249084,-0.0016506383,0.0
328232962,0.003754818,-0.00474826,-0.0019430822,0.0
328253279,0.0037588691,-0.004193426,-0.002230892,0.0
328272348,0.003770137,-0.0035981252,-0.0024840033,0.0
328292695,0.003659719,-0.003051708,-0.0027340748,0.0
328314206,0.0033203177,-0.0026111754,-0.0029658102,0.0
328352246,0.002829398,-0.0021900956,-0.003277291,0.0
328373865,0.0025928963,-0.0022149964,-0.0033990254,0.0
328394075,0.0022729763,-0.0023603607,-0.003473343,0.0
328411833,0.0018256229,-0.0023703643,-0.003519395,0.0
328433408,0.0012673013,-0.0023738707,-0.0035484415,0.0
328453841,0.0009905269,-0.0027171907,-0.0035589698,0.0
328475292,0.0008789764,-0.0030196898,-0.0035398596,0.0
328512074,0.0007225951,-0.0033184642,-0.0034252128,0.0
328532580,0.00081039127,-0.0032671415,-0.0033352415,0.0
328553922,0.0009981372,-0.0032744645,-0.0032269324,0.0
328572938,0.0009247056,-0.0029457237,-0.0031255619,0.0
328593230,0.00094669947,-0.002636655,-0.0030099023,0.0
328612500,0.0007591946,-0.0020784175,-0.0028871722,0.0
328632582,0.0006711835,-0.0014549296,-0.0027597868,0.0
328654162,0.00037101534,-0.00069353584,-0.0026247045,0.0
328674423,-4.789657e-05,0.00010513663,-0.0024803749,0.0
328693657,-0.00025835366,0.0008188788,-0.002342214,0.0
328715012,-0.00055548275,0.0014719503,-0.0021890085,0.0
328735316,-0.0009522536,0.0018446969,-0.0020367287,0.0
328755631,-0.0014999087,0.0020453057,-0.0018937463,0.0
328772318,-0.0018657133,0.0021098147,-0.0017737856,0.0
328796206,-0.002506485,0.001866027,-0.0016073001,0.0
328817763,-0.0031546135,0.0014624948,-0.0014576023,0.0
328873589,-0.0039866655,-0.0006097937,-0.0010089717,0.0
328892684,-0.0042288,-0.00124198,-0.00085812545,0.0
328933202,-0.0045780134,-0.0018321394,-0.0005705866,0.0
328952389,-0.0049046385,-0.0019314889,-0.0004375276,0.0
328972561,-0.005351339,-0.002159225,-0.0003184644,0.0
328992822,-0.005802693,-0.002220431,-0.00022270512,0.0
329014391,-0.0063769296,-0.0023700483,-0.00013983413,0.0
329033462,-0.0067310166,-0.0026678,-8.1104445e-05,0.0
329053727,-0.0069217198,-0.0029876877,8.701033e-07,0.0
329095587,-0.007190945,-0.0040456736,0.00015513875,0.0
329112240,-0.0072028395,-0.0045313356,0.00020924941,0.0
329136181,-0.0072936607,-0.0051434324,0.00028374596,0.0
329156461,-0.007475496,-0.005397942,0.00034371737,0.0
329192258,-0.007986543,-0.0052573397,0.00042381903,0.0
329213601,-0.008377177,-0.0050353347,0.00046718674,0.0
329237660,-0.008772839,-0.004908772,0.00050892617,0.0
329251663,-0.009022813,-0.0050598565,0.0005439511,0.0
329273353,-0.009271297,-0.0054280427,0.0006271374,0.0
329294746,-0.0093747955,-0.005947076,0.0007237272,0.0
329315081,-0.009314604,-0.0064765117,0.00082880014,0.0
329332803,-0.009404212,-0.0068950653,0.0009181684,0.0
329353254,-0.009577152,-0.0071559954,0.0010273453,0.0
329374690,-0.009752069,-0.007391966,0.0011292495,0.0
329412735,-0.010237616,-0.007613027,0.0012968305,0.0
329434460,-0.010598098,-0.007552045,0.0013919849,0.0
329452027,-0.010965715,-0.0074985973,0.0014495751,0.0
329472352,-0.011381324,-0.007600182,0.0015071606,0.0
329492637,-0.011777227,-0.00814523,0.0015567256,0.0
329515720,-0.012106536,-0.008860878,0.0016129302,0.0
329531994,-0.0121372845,-0.0094206445,0.0016488795,0.0
329553573,-0.012101275,-0.0101846615,0.00168285,0.0
329573821,-0.0119750425,-0.0106029,0.0017017296,0.0
329595571,-0.011935922,-0.01081644,0.0016886806,0.0
329613160,-0.01184687,-0.01076272,0.0016572408,0.0
329633435,-0.011787009,-0.010669289,0.0015979778,0.0
329672993,-0.0120409615,-0.010435434,0.0014067434,0.0
329693051,-0.012234601,-0.010601477,0.0012700766,0.0
329714672,-0.0123356925,-0.010939102,0.0011129157,0.0
329733647,-0.012426091,-0.011330451,0.0009597243,0.0
329755438,-0.012166213,-0.011669443,0.0007786603,0.0
329773053,-0.011862876,-0.012033387,0.0006276956,0.0
329794532,-0.011568936,-0.012137135,0.00040186802,0.0
329812352,-0.011575752,-0.012016257,0.00020192332,0.0
329832631,-0.011535938,-0.011959489,-6.647746e-05,0.0
329852909,-0.011605799,-0.011663603,-0.0003413891,0.0
329892229,-0.011609766,-0.01095681,-0.0009010406,0.0
329912506,-0.011235628,-0.010559455,-0.0011797163,0.0
329932824,-0.010846508,-0.010131593,-0.0014722846,0.0
329953120,-0.010672129,-0.009708166,-0.0017714425,0.0
329973402,-0.010544511,-0.0095164515,-0.0020743837,0.0
329993693,-0.010473274,-0.009732159,-0.0023689873,0.0
330014009,-0.010130111,-0.010172641,-0.0026442038,0.0
330034293,-0.009764564,-0.010386701,-0.0029253694,0.0
330054600,-0.009289806,-0.010168608,-0.0032054612,0.0
330074933,-0.00905894,-0.0094581,-0.003490799,0.0
330093953,-0.008993376,-0.008531063,-0.003752184,0.0
330115482,-0.009052902,-0.0072540087,-0.004048135,0.0
330135788,-0.009243574,-0.0059719235,-0.004338179,0.0
330152370,-0.0093803685,-0.0049042506,-0.0045630224,0.0
330196654,-0.009577259,-0.0029248314,-0.0051560113,0.0
330216956,-0.009349627,-0.002594847,-0.0054125576,0.0
330232206,-0.009156061,-0.0022788523,-0.0055938866,0.0
330252749,-0.008934184,-0.0017547432,-0.0058509735,0.0
330274032,-0.00891127,-0.0012030555,-0.0061344896,0.0
330291872,-0.009001412,-0.00084326416,-0.006381276,0.0
330312130,-0.009188419,-0.0003742749,-0.006677183,0.0
330333878,-0.009276078,5.159421e-05,-0.006993447,0.0
330352785,-0.009287844,0.0003166239,-0.0072604734,0.0
330393297,-0.008986439,0.00030258566,-0.0077950293,0.0
330413783,-0.008693079,0.00030263336,-0.00807125,0.0
330452905,-0.0085905865,0.0005906641,-0.008608342,0.0
330473198,-0.008759511,0.00074553123,-0.008870194,0.0
330512523,-0.008746867,0.00070860994,-0.009367008,0.0
330532814,-0.008420493,0.0005981919,-0.009619879,0.0
330555660,-0.008189541,0.0006186898,-0.009904552,0.0
330592458,-0.00820366,0.0013617353,-0.010377149,0.0
330634303,-0.008257635,0.001761017,-0.010875323,0.0
330652146,-0.008027849,0.0016498987,-0.011070452,0.0
330673658,-0.0076945694,0.0015222672,-0.011304626,0.0
330693915,-0.0074786004,0.0016556439,-0.011526707,0.0
330712945,-0.0073276623,0.0019132544,-0.011731304,0.0
330733244,-0.0072627123,0.002123546,-0.011956549,0.0
330753625,-0.0075110267,0.0022319646,-0.012183516,0.0
330775181,-0.0077472213,0.002213683,-0.012421386,0.0
330791732,-0.007869345,0.0020885174,-0.012593428,0.0
330813205,-0.0079608755,0.001753771,-0.012796459,0.0
330852500,-0.0075585353,0.0012155524,-0.013137909,0.0
330872777,-0.0074240817,0.0013672133,-0.013307917,0.0
330891799,-0.007408727,0.0016549248,-0.013455716,0.0
330912188,-0.00741245,0.0021294234,-0.013604611,0.0
330932397,-0.0077185645,0.0025220993,-0.01374916,0.0
330952723,-0.007904137,0.0026789724,-0.0138815455,0.0
330973004,-0.008008381,0.0025334386,-0.013990264,0.0
330993335,-0.0077528986,0.0022121642,-0.014085794,0.0
331013595,-0.0074963085,0.00207729,-0.014166357,0.0
331033876,-0.007292259,0.00205338,-0.0142441355,0.0
331058026,-0.0072691236,0.0022816618,-0.014326362,0.0
331073278,-0.0073345234,0.0025024978,-0.014375387,0.0
331094764,-0.0074097454,0.002888742,-0.014438566,0.0
331113793,-0.0075738067,0.0031774645,-0.014490118,0.0
331135389,-0.0078123477,0.0031988062,-0.014550529,0.0
331152043,-0.007905022,0.0030344261,-0.01458817,0.0
331175947,-0.0079943035,0.0027046208,-0.0146269,0.0
331194976,-0.008040464,0.002210007,-0.014650017,0.0
331211502,-0.0077911327,0.0017522683,-0.014669075,0.0
331233178,-0.007549938,0.0013195345,-0.014670121,0.0
331252073,-0.007365752,0.0009925249,-0.014666984,0.0
331272402,-0.007180493,0.001059651,-0.014675949,0.0
331311902,-0.006927915,0.001891058,-0.014704107,0.0
331331988,-0.006845439,0.0025187032,-0.014720086,0.0
331352296,-0.0068042744,0.0028391276,-0.014744134,0.0
331372571,-0.006830669,0.0030658941,-0.01475997,0.0
331394330,-0.006857557,0.003136682,-0.014773882,0.0
331413176,-0.00673454,0.0029681264,-0.014774884,0.0
331433455,-0.0063416804,0.0027635538,-0.014769266,0.0
331453767,-0.005950757,0.002658034,-0.014759085,0.0
331475528,-0.0056269183,0.0027237923,-0.014740307,0.0
331491888,-0.005493881,0.0029808793,-0.01472947,0.0
331536201,-0.005445818,0.00401332,-0.014724919,0.0
331556684,-0.005465899,0.004447634,-0.014721911,0.0
331573027,-0.0054516545,0.0046243463,-0.014717722,0.0
331593307,-0.0054449947,0.0046267817,-0.0147064105,0.0
331617384,-0.0053844475,0.0044701714,-0.014674679,0.0
331632677,-0.00512042,0.0041531525,-0.014642883,0.0
331652938,-0.0046941126,0.0037150814,-0.014590197,0.0
331674465,-0.004207681,0.0033809908,-0.0145233115,0.0
331692352,-0.0037779328,0.0032075555,-0.014471318,0.0
331712535,-0.003331892,0.0031206242,-0.01439768,0.0
331754390,-0.0031328134,0.003978662,-0.014262278,0.0
331773411,-0.0031514328,0.004328819,-0.014201053,0.0
331795001,-0.003275305,0.004738658,-0.01414034,0.0
331835619,-0.0035955836,0.004767277,-0.014017765,0.0
331852085,-0.0035331398,0.004647849,-0.013966692,0.0
331873626,-0.0034796002,0.0044771857,-0.013880736,0.0
