timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1
317891528,0.0,0.0,0.0,0.0
317892803,0.0,0.0,0.0,0.0
318013125,0.0,0.0,0.0,0.0
318034664,0.0,0.0,0.0,0.0
318052424,0.0,0.0,0.0,0.0
318072710,0.0,0.0,0.0,0.0
318094299,0.0,0.0,0.0,0.0
318113303,0.0,0.0,0.0,0.0
318134874,0.0,0.0,0.0,0.0
318153897,0.0,0.0,0.0,0.0
318174192,0.0,0.0,0.0,0.0
318191960,0.0,0.0,0.0,0.0
318213525,0.0,0.0,0.0,0.0
318233882,0.0,0.0,0.0,0.0
318251627,0.0,0.0,0.0,0.0
318273157,0.0,0.0,0.0,0.0
318292188,0.0,0.0,0.0,0.0
318316308,0.0,0.0,0.0,0.0
318331534,0.0,0.0,0.0,0.0
318353106,0.0,0.0,0.0,0.0
318374674,0.0,0.0,0.0,0.0
318392623,0.0,0.0,0.0,0.0
318433055,0.0,0.0,0.0,0.0
318454596,0.0,0.0,0.0,0.0
318472477,0.0,0.0,0.0,0.0
318492659,0.0,0.0,0.0,0.0
318514223,0.0,0.0,0.0,0.0
318534550,0.0,0.0,0.0,0.0
318552422,0.0,0.0,0.0,0.0
318573901,0.0,0.0,0.0,0.0
318592847,0.0,0.0,0.0,0.0
318632378,0.0,0.0,0.0,0.0
318652478,0.0,0.0,0.0,0.0
318672771,0.0,0.0,0.0,0.0
318693077,0.0,0.0,0.0,0.0
318713553,0.0,0.0,0.0,0.0
318732415,0.0,0.0,0.0,0.0
318752711,0.0,0.0,0.0,0.0
318772998,0.0,0.0,0.0,0.0
318793559,0.0,0.0,0.0,0.0
318813602,0.0,0.0,0.0,0.0
318833884,0.0,0.0,0.0,0.0
318855461,0.0,0.0,0.0,0.0
318911317,0.0,0.0,0.0,0.0
318912557,0.0,0.0,0.0,0.0
318957183,0.0,0.0,0.0,0.0
318972188,0.0,0.0,0.0,0.0
319031817,0.0,0.0,0.0,0.0
319053363,0.0,0.0,0.0,0.0
319072396,0.0,0.0,0.0,0.0
319092701,0.0,0.0,0.0,0.0
319112988,0.0,0.0,0.0,0.0
319133329,0.0,0.0,0.0,0.0
319154860,0.0,0.0,0.0,0.0
319175156,0.0,0.0,0.0,0.0
319195453,0.0,0.0,0.0,0.0
319215799,0.0,0.0,0.0,0.0
319236046,0.0,0.0,0.0,0.0
319252571,0.0,0.0,0.0,0.0
319276644,0.0,0.0,0.0,0.0
319296979,0.0,0.0,0.0,0.0
319332479,0.0,0.0,0.0,0.0
319354111,0.0,0.0,0.0,0.0
319392157,0.0,0.0,0.0,0.0
319413648,0.0,0.0,0.0,0.0
319433974,0.0,0.0,0.0,0.0
319451914,0.0,0.0,0.0,0.0
319473336,0.0,0.0,0.0,0.0
319493683,0.0,0.0,0.0,0.0
319515211,0.0,0.0,0.0,0.0
319553234,0.0,0.0,0.0,0.0
319574815,0.0,0.0,0.0,0.0
319592563,0.0,0.0,0.0,0.0
319613123,0.0,0.0,0.0,0.0
319634462,0.0,0.0,0.0,0.0
319652205,0.0,0.0,0.0,0.0
319672466,0.0,0.0,0.0,0.0
319693001,0.0,0.0,0.0,0.0
319714357,0.0,0.0,0.0,0.0
319732081,0.0,0.0,0.0,0.0
319753661,0.0,0.0,0.0,0.0
319812016,0.0,0.0,0.0,0.0
319833639,0.0,0.0,0.0,0.0
319853895,0.0,0.0,0.0,0.0
319871668,0.0,0.0,0.0,0.0
319913497,0.0,0.0,0.0,0.0
319935066,0.0,0.0,0.0,0.0
319952955,0.0,0.0,0.0,0.0
319973132,0.0,0.0,0.0,0.0
319994706,0.0,0.0,0.0,0.0
320012447,0.0,0.0,0.0,0.0
320032833,0.0,0.0,0.0,0.0
320054357,0.0,0.0,0.0,0.0
320072093,0.0,0.0,0.0,0.0
320092395,0.0,0.0,0.0,0.0
320114011,0.0,0.0,0.0,0.0
320134250,0.0,0.0,0.0,0.0
320152007,0.0,0.0,0.0,0.0
320173653,0.0,0.0,0.0,0.0
320215430,0.0,0.0,0.0,0.0
320231977,0.0,0.0,0.0,0.0
320254762,0.0,0.0,0.0,0.0
320275147,0.0,0.0,0.0,0.0
320313116,0.0,0.0,0.0,0.0
320335956,0.0,0.0,0.0,0.0
320356466,0.0,0.0,0.0,0.0
320372740,0.0,0.0,0.0,0.0
320393043,0.0,0.0,0.0,0.0
320413348,0.0,0.0,0.0,0.0
320433801,0.0,0.0,0.0,0.0
320453930,0.0,0.0,0.0,0.0
320474232,0.0,0.0,0.0,0.0
320494526,0.0,0.0,0.0,0.0
320515001,0.0,0.0,0.0,0.0
320535126,0.0,0.0,0.0,0.0
320555425,0.0,0.0,0.0,0.0
320592588,0.0,0.0,0.0,0.0
320616333,0.0,0.0,0.0,0.0
320653163,0.0,0.0,0.0,0.0
320673704,0.0,0.0,0.0,0.0
320711487,0.0,0.0,0.0,0.0
320733051,0.0,0.0,0.0,0.0
320754680,0.0,0.0,0.0,0.0
320774895,0.0,0.0,0.0,0.0
320792703,0.0,0.0,0.0,0.0
321813910,0.0,0.0,0.0,0.0
321832976,0.0,0.0,0.0,0.0
321854502,0.0,0.0,0.0,0.0
321874803,0.0,0.0,0.0,0.0
321895157,0.0,0.0,0.0,0.0
321915434,0.0,0.0,0.0,0.0
321935692,0.0,0.0,0.0,0.0
322074165,0.0,0.0,0.0,0.0
322094359,0.0,0.0,0.0,0.0
322112037,0.0,0.0,0.0,0.0
322133656,0.0,0.0,0.0,0.0
322154160,0.0,0.0,0.0,0.0
322172924,0.0,0.0,0.0,0.0
322295986,8.290817e-06,-0.00015879142,-0.00026302665,0.0
322316442,-3.1968997e-05,-0.0004942933,-0.00072938093,0.0
322332850,-4.087849e-05,-0.00075464044,-0.0011079364,0.0
322377182,6.6876186e-05,-0.0015206814,-0.0021275268,0.0
322392705,8.886072e-05,-0.0017811691,-0.0024868217,0.0
322532058,-0.0011603782,-0.0053253435,-0.0041489913,0.0
322553602,-0.0009886754,-0.005496404,-0.004030057,0.0
322573876,-0.0009793397,-0.005568563,-0.0038716954,0.0
322595434,-0.0009555588,-0.00530939,-0.003657504,0.0
322614409,-0.0008465456,-0.0049530366,-0.003447001,0.0
322691810,-0.0018287537,-0.0041076615,-0.0024754447,0.0
322712093,-0.001739101,-0.004296351,-0.002244929,0.0
322752701,-0.0017654535,-0.004370968,-0.0018330188,0.0
322773048,-0.0020602995,-0.004560084,-0.0016489505,0.0
322793308,-0.0023482314,-0.004952637,-0.00145761,0.0
322892440,-0.002186338,-0.00691034,-0.00054833665,0.0
323033102,-0.002106975,-0.008352688,0.00057885173,0.0
323052261,-0.002135175,-0.008635318,0.0007033461,0.0
323072387,-0.0022935157,-0.009099375,0.0008357904,0.0
323133469,-0.0025139742,-0.010936857,0.0012537264,0.0
323153604,-0.0027077056,-0.010979589,0.0013511861,0.0
323172619,-0.002757516,-0.010954414,0.0014514636,0.0
323255061,-0.0030153897,-0.009676832,0.0017622946,0.0
323274099,-0.0028200033,-0.009829936,0.0018263067,0.0
323295877,-0.0026776611,-0.010200073,0.0018870105,0.0
323393405,-0.002799066,-0.010750564,0.0020692146,0.0
323413685,-0.0028695595,-0.010421308,0.002103067,0.0
323532960,-0.0027493702,-0.0068629077,0.002233825,0.0
323554493,-0.0026893083,-0.0059007825,0.002245245,0.0
323615356,-0.0026200854,-0.0030466851,0.0023105287,0.0
323635662,-0.0025138634,-0.002218252,0.002326708,0.0
323732064,-0.0023048872,0.0005718612,0.002401653,0.0
323753700,-0.0024515027,0.00090730307,0.0024264567,0.0
323777737,-0.0023311006,0.0010781605,0.0024668777,0.0
323833568,-0.002261399,0.0019470316,0.0025134482,0.0
323852691,-0.002362796,0.0022036685,0.002545079,0.0
323932508,-0.0023687158,0.0033466893,0.002665336,0.0
323953020,-0.00231686,0.003434685,0.0027108032,0.0
323974489,-0.0021681082,0.0036559626,0.002750826,0.0
324034188,-0.0024185474,0.0045308503,0.0028392759,0.0
324051765,-0.0023186067,0.004445411,0.002880517,0.0
324072121,-0.0023019398,0.004495692,0.0029209617,0.0
324233213,-0.0022882738,0.0066249995,0.0031917451,0.0
324253540,-0.0024166366,0.0069854814,0.0032044388,0.0
324352455,-0.0021542723,0.007396653,0.0033783992,0.0
324372790,-0.0023244703,0.0075278026,0.0033942498,0.0
324394334,-0.0025866278,0.007445046,0.0034391026,0.0
324533876,-0.003015681,0.00781264,0.0037353279,0.0
324552841,-0.002873582,0.0075567183,0.003809749,0.0
324574420,-0.0029486779,0.0074837706,0.0038955647,0.0
324594708,-0.0030754001,0.0074844905,0.003970829,0.0
324615147,-0.0033250374,0.007635426,0.0040337997,0.0
324631527,-0.00340272,0.007555863,0.0040944135,0.0
324654341,-0.0033070473,0.0074462355,0.004191111,0.0
324674642,-0.003161879,0.0073590777,0.00427878,0.0
324695002,-0.0031118798,0.007288258,0.004356998,0.0
324732985,-0.0031400176,0.0074447836,0.0044661635,0.0
324755822,-0.0034743464,0.0072665527,0.004508549,0.0
324772487,-0.0035327903,0.0070670513,0.0045497683,0.0
324792645,-0.0033534998,0.0067706,0.004604656,0.0
324812909,-0.0031031964,0.0064832205,0.004672894,0.0
324833204,-0.0029321194,0.0064992933,0.0047295894,0.0
324853673,-0.0028909736,0.006807504,0.004781295,0.0
324873795,-0.002973036,0.006920006,0.0048138713,0.0
324894103,-0.0032620628,0.00669642,0.004850572,0.0
324914399,-0.0034657703,0.006250943,0.0048979498,0.0
324934861,-0.0034424597,0.005737536,0.004953759,0.0
324953716,-0.0033328724,0.005291513,0.0050005047,0.0
324975293,-0.0033422445,0.005067561,0.0050405585,0.0
324995613,-0.0033748166,0.00503491,0.0050646593,0.0
325014812,-0.0036302519,0.005099051,0.0050730067,0.0
325034911,-0.003864598,0.005174057,0.0050770063,0.0
325052701,-0.0038959258,0.005101527,0.00509084,0.0
325072978,-0.0038044134,0.0049276426,0.005126534,0.0
325093585,-0.0035368165,0.004686259,0.005177342,0.0
325116110,-0.0031893963,0.004590364,0.005240368,0.0
325174631,-0.0030366594,0.0044847718,0.005446411,0.0
325192314,-0.0031259474,0.00465894,0.0055259042,0.0
325212524,-0.0031852082,0.0049148155,0.0056254594,0.0
325234075,-0.0032684812,0.004947198,0.0057266424,0.0
325253192,-0.0033784562,0.0049914126,0.0058339215,0.0
325293699,-0.0036352593,0.004975388,0.0060558156,0.0
325313993,-0.0039534112,0.0047885613,0.006171492,0.0
325331778,-0.00412133,0.004655318,0.0062835584,0.0
325353395,-0.004256579,0.004398807,0.006444209,0.0
325395234,-0.003778757,0.003893717,0.00681613,0.0
325412946,-0.0035579659,0.003916796,0.006991881,0.0
325433341,-0.0032738796,0.004299948,0.0072020353,0.0
325453542,-0.0030869413,0.0048227725,0.007399001,0.0
325472605,-0.002847102,0.0053072223,0.0075759515,0.0
325492867,-0.002666631,0.005552386,0.0077627413,0.0
325514592,-0.00259731,0.00549983,0.0079462705,0.0
325534723,-0.002486659,0.005219522,0.00810455,0.0
325552560,-0.0023780141,0.004733711,0.008242677,0.0
325574075,-0.0022840525,0.003794257,0.008410228,0.0
325594436,-0.001987841,0.0029663378,0.008570539,0.0
325633725,-0.001303735,0.0023031759,0.008897928,0.0
325653978,-0.0012421724,0.0022860318,0.009072601,0.0
325675652,-0.0013491416,0.0023361854,0.009246026,0.0
325692082,-0.0016769484,0.0022228528,0.009363937,0.0
325713628,-0.0019199684,0.0016506169,0.009506165,0.0
325735181,-0.0020256788,0.0008358264,0.009636404,0.0
325751875,-0.0020140645,0.00012760599,0.009712039,0.0
325773260,-0.0017752794,-0.00040021617,0.009779376,0.0
325793533,-0.0015997653,-0.00037387613,0.009776735,0.0
325815142,-0.0015361548,0.00013609909,0.009723095,0.0
325833040,-0.0015275953,0.00043962567,0.009660636,0.0
325853142,-0.0014614256,0.00089388574,0.009554912,0.0
325872198,-0.0013224109,0.0013962842,0.009408361,0.0
325892475,-0.0013160107,0.0020491353,0.00921693,0.0
325912991,-0.0013596434,0.0028139066,0.008977236,0.0
