timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping
317892574,317892200,2359306,2359306,-3.3605556e-05,-7.1349514e-06,6.2409505e-05,0.0010297729,-0.0007814628,-0.046040572,4608,4608,0
317897554,317897199,2359306,2359306,-3.8131697e-05,1.6086931e-05,0.000116385614,0.0006417805,-0.00075934915,-0.049794313,4999,4999,0
318392937,318391916,2359306,2359306,-3.582333e-05,-1.230859e-06,1.8920588e-06,0.0005110874,-0.00039367328,-0.050416008,5003,5003,0
318911952,318911609,2359306,2359306,-8.973795e-05,5.2360097e-05,1.5709347e-05,0.001032964,0.00027686576,-0.049685046,4997,4997,0
319391958,319391333,2359306,2359306,-7.192617e-05,-5.4191325e-05,9.328759e-06,0.00058972737,-9.013166e-05,-0.051089652,5004,5004,0
320392928,320390741,2359306,2359306,-1.1161221e-05,2.2101744e-05,-1.6385133e-05,0.00056015747,-0.00081343635,-0.0505816,4997,4997,0
321895864,321895349,2359306,2359306,-5.406569e-05,4.7597405e-05,1.1872938e-06,0.00020407433,0.0002872426,-0.05039676,5035,5035,0
322890105,322889291,2359306,2359306,0.00010900138,1.0137084e-05,-0.00030728467,-0.0016819425,0.0037796304,-0.054781012,5017,5017,0
323389392,323388977,2359306,2359306,-8.530318e-05,-0.00027902838,0.00010108133,0.0071748705,-0.0014258462,-0.051595908,4997,4997,0
324893963,324893049,2359306,2359306,9.849908e-05,0.0003319396,-1.78419e-05,-0.00030807074,-0.0015635388,-0.05003182,4988,4988,0
325393146,325392785,2359306,2359306,-0.00051901385,-0.00014889434,-0.00023164481,0.0018024197,-0.00796894,-0.055451497,5048,5048,0
325893052,325892593,2359306,2359306,4.1209852e-05,-0.0007252993,0.00068487274,-0.0007963031,0.004840232,-0.04246435,4915,4915,0
326392758,326392447,2359306,2359306,-5.540898e-05,0.000489663,0.0002150687,-0.0003547825,-0.0032389937,-0.05398954,4957,4957,0
326892616,326891773,2359306,2359306,1.976996e-05,6.582232e-05,-0.0006456445,0.0011242536,-0.0030050578,-0.04360539,4574,4574,0
327391852,327391448,2359306,2359306,2.29281e-05,-0.00097615883,-6.817557e-05,-0.0028431604,0.0049303356,-0.050467424,4996,4996,0
327892137,327891117,2359306,2359306,0.00045159165,-0.00034403524,0.0006068097,-0.004401825,0.00042047477,-0.043331288,5001,5001,0
328391164,328390796,2359306,2359306,0.0002240055,0.00046649907,-0.00038554985,0.00094060093,-0.0048126653,-0.057639502,5008,5008,0
328890794,328890441,2359306,2359306,-0.0003483108,0.00044593192,-0.00018456536,-0.0001084046,-0.0036094717,-0.052075796,4997,4997,0
329890407,329889983,2359306,2359306,-0.00015796356,-0.0002377579,0.0004048447,0.0047252704,-0.00025891722,-0.0567559,5125,5125,0
330389941,330389599,2359306,2359306,-0.00019970976,0.0006810923,-5.9168986e-05,-0.0012533768,-0.0024841435,-0.056072813,5054,5054,0
331394073,331393716,2359306,2359306,-0.00012629434,0.00033038773,-0.00013989302,-0.0060052443,-0.0013054439,-0.041900136,4987,4987,0
331893809,331893364,2359306,2359306,-0.00033682067,0.0001693439,-9.769012e-05,0.00044989426,-0.0012553567,-0.050942946,4997,4997,0
332393361,332393008,2359306,2359306,1.2706619e-06,0.00016676195,0.00015176102,-0.0021410256,0.0003747456,-0.04194362,4994,4994,0
332893020,332892664,2359306,2359306,-1.5562768e-05,0.0003437272,-7.029482e-05,-0.0019228262,-0.0009535184,-0.048359245,5012,5012,0
333392654,333392310,2359306,2359306,-0.000109390945,-0.0003570431,5.1303392e-05,0.0016108499,0.003495173,-0.051070422,5013,5013,0
334392192,334391806,2359306,2359306,-0.0001966017,0.00032174983,-1.0059564e-06,-0.0025242092,-0.0004998656,-0.04833877,5206,5206,0
334892026,334891590,2359306,2359306,-7.691224e-05,-0.0003003222,9.7486365e-05,0.002077876,-0.000733108,-0.054642882,5194,5194,0
336890199,336889703,2359306,2359306,-0.00036724156,-0.0010153,-9.6959404e-05,-0.0021695332,-0.005979989,-0.051802978,4989,4989,0
337391770,337389322,2359306,2359306,-0.00035861478,-0.00032404513,-5.4676846e-05,-0.0066351737,-0.00528328,-0.046001162,4993,4993,0
337894320,337893951,2359306,2359306,-0.00015636045,-0.0003635412,-1.3327016e-05,-0.0055335625,0.00047771056,-0.048446137,5010,5010,0
338394117,338393632,2359306,2359306,2.465727e-05,-4.350311e-05,4.0446215e-05,0.00027241325,0.0009032353,-0.04749981,5014,5014,0
338893736,338893394,2359306,2359306,-0.00011248011,-0.00022391442,0.00013132516,-0.013413664,-0.00627749,-0.04231631,5029,5029,0
339393545,339393177,2359306,2359306,0.00018019896,0.00013962376,5.973797e-05,0.004799805,-0.0028572893,-0.057525508,4980,4980,0
340392392,340392004,2359306,2359306,5.662163e-05,-0.0002176134,-2.5173784e-05,-0.0005190937,0.0040870784,-0.048183694,5005,5005,0
341391637,341391217,2359306,2359306,3.769647e-05,9.465708e-05,0.00015334671,-0.003043395,0.00073072215,-0.042796843,5008,5008,0
342390985,342390537,2359306,2359306,-0.00011447565,-7.944159e-05,-7.544855e-05,-0.009475189,-0.0019161052,-0.04405269,5121,5121,0
342890772,342890257,2359306,2359306,-0.00026483083,0.00014205641,-8.3212624e-05,0.006091879,-0.00081386376,-0.056273803,5217,5217,0
343395295,343394934,2359306,2359306,2.001974e-05,0.00014501314,-1.2020314e-05,0.004931666,-0.00053315837,-0.053717453,4984,4984,0
343895858,343894201,2359306,2359306,-0.00030377242,4.6256737e-06,5.9775724e-05,-0.011019077,0.0015992025,-0.030189289,4462,4462,0
344893855,344893399,2359306,2359306,-8.798734e-05,-0.0003311382,6.811929e-05,-0.0025209212,0.0024320262,-0.041160494,5004,5004,0
345393333,345392983,2359306,2359306,-0.00023958781,-0.00010901034,-0.00010999723,-0.00455661,-0.0026189662,-0.049838014,4998,4998,0
345892913,345892574,2359306,2359306,0.00033031884,-0.00049356616,-0.00013374221,0.0022920105,-0.0025514017,-0.03214579,4996,4996,0
346392778,346392354,2359306,2359306,-4.6433535e-05,-0.00036244615,-1.9023848e-05,0.0027343302,-0.0034865716,-0.056891315,5178,5178,0
346892516,346891901,2359306,2359306,0.00015492033,0.000115895346,-0.0001383206,-0.0026093316,-0.0015820058,-0.04288498,5137,5137,0
347391869,347391526,2359306,2359306,-7.5275355e-05,-0.00034870507,-0.00013359945,-0.00013972224,0.0006748289,-0.04851048,4966,4966,0
347891950,347891438,2359306,2359306,-0.0004689344,0.0002646791,-0.00035549316,-0.004532919,0.015143606,-0.07692348,5247,5247,0
348890557,348890111,2359306,2359306,-6.1276434e-05,-9.659616e-06,1.0242226e-05,0.00029627568,0.00025328182,-0.04960917,4995,4995,0
349395295,349394681,2359306,2359306,-4.196719e-05,1.3316362e-05,3.9943203e-05,0.00056673365,0.00012778841,-0.04936389,4986,4986,0
350394205,350393860,2359306,2359306,-8.391819e-05,3.2643868e-06,-8.996197e-07,0.00025327323,-0.00010903074,-0.049455978,4997,4997,0
350893800,350893457,2359306,2359306,-7.6441196e-05,7.075085e-06,7.1498033e-07,0.00046239552,-0.00016343892,-0.04975687,4999,4999,0
351393585,351393197,2359306,2359306,-7.169986e-05,1.2688925e-05,2.498079e-06,0.0004644991,-0.0001419218,-0.050539397,5077,5077,0
