timestamp,data_rate,rate_multiplier,rate_rx,rate_tx,rate_txerr,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,_padding0[0],_padding0[1],_padding0[2],_padding0[3],_padding0[4],heartbeats[0].timestamp,heartbeats[0].system_id,heartbeats[0].component_id,heartbeats[0].type,heartbeats[0].state,heartbeats[0]._padding0[0],heartbeats[0]._padding0[1],heartbeats[0]._padding0[2],heartbeats[0]._padding0[3],heartbeats[1].timestamp,heartbeats[1].system_id,heartbeats[1].component_id,heartbeats[1].type,heartbeats[1].state,heartbeats[1]._padding0[0],heartbeats[1]._padding0[1],heartbeats[1]._padding0[2],heartbeats[1]._padding0[3],heartbeats[2].timestamp,heartbeats[2].system_id,heartbeats[2].component_id,heartbeats[2].type,heartbeats[2].state,heartbeats[2]._padding0[0],heartbeats[2]._padding0[1],heartbeats[2]._padding0[2],heartbeats[2]._padding0[3],heartbeats[3].timestamp,heartbeats[3].system_id,heartbeats[3].component_id,heartbeats[3].type,heartbeats[3].state,heartbeats[3]._padding0[0],heartbeats[3]._padding0[1],heartbeats[3]._padding0[2],heartbeats[3]._padding0[3]
331448203,46080.0,1.0,28.393785,23.5654,0.0,0,2,0,0,1,1,48,0,0,0,0,0,331445711,1,240,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332447709,46080.0,1.0,28.378853,23.468164,0.0,0,2,0,0,1,1,48,0,0,0,0,0,332445364,1,240,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333449840,46080.0,1.0,28.574295,23.81125,0.0,0,2,0,0,1,1,48,0,0,0,0,0,333444428,1,240,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334445492,46080.0,1.0,28.409754,23.54712,0.0,0,2,0,0,1,1,48,0,0,0,0,0,334444404,1,240,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336444551,46080.0,1.0,28.622044,23.375963,0.0,0,2,0,0,1,1,48,0,0,0,0,0,336443373,1,240,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337445949,46080.0,1.0,28.500624,23.65675,0.0,0,2,0,0,1,1,48,0,0,0,0,0,337443415,1,240,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338442401,46080.0,1.0,28.290737,23.381653,0.0,0,2,0,0,1,1,48,0,0,0,0,0,338442346,1,240,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339443634,46080.0,1.0,28.451893,23.479921,0.0,0,2,0,0,1,1,48,0,0,0,0,0,339442618,1,240,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340445269,46080.0,1.0,28.52696,23.401653,0.0,0,2,0,0,1,1,48,0,0,0,0,0,340442824,1,240,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341445046,46080.0,1.0,28.358984,23.52819,0.0,0,2,0,0,1,1,48,0,0,0,0,0,341442359,1,240,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342443760,46080.0,1.0,28.47126,23.856026,0.0,0,2,0,0,1,1,48,0,0,0,0,0,342441582,1,240,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343443702,46080.0,1.0,28.579016,23.56186,0.0,0,2,0,0,1,1,48,0,0,0,0,0,343442788,1,240,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344443580,46080.0,1.0,28.35973,23.478455,0.0,0,2,0,0,1,1,48,0,0,0,0,0,344442288,1,240,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345445558,46080.0,1.0,28.567816,23.67713,0.0,0,2,0,0,1,1,48,0,0,0,0,0,345444024,1,240,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346446758,46080.0,1.0,28.353682,23.646671,0.0,0,2,0,0,1,1,48,0,0,0,0,0,346443443,1,240,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347445473,46080.0,1.0,28.24715,22.99805,0.0,0,2,0,0,1,1,48,0,0,0,0,0,347442742,1,240,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350440491,46080.0,1.0,28.677597,22.30657,0.0,0,2,0,0,1,1,48,0,0,0,0,0,350439624,1,240,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351441118,46080.0,1.0,28.310007,22.258823,0.0,0,2,0,0,1,1,48,0,0,0,0,0,351439746,1,240,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
