timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count
317884032,317883793,2359306,0.0060720076,-0.012463594,-0.035739623,47.740948,0
317885319,317885078,2359306,0.0010652645,-0.019867182,-0.020399814,47.740948,0
318903106,318902865,2359306,-0.0092678005,-0.019600866,-0.0049002166,47.78887,0
321886639,321886365,2359306,0.0069686053,-0.008965977,-0.010075627,47.645103,0
322884529,322884274,2359306,0.05933523,-0.074994616,-0.20005667,47.59718,0
324885811,324885554,2359306,0.19329223,-0.057098176,0.037071202,46.686646,0
325883951,325883715,2359306,-0.18423748,0.029188246,0.16197346,46.06365,0
326884833,326884597,2359306,-0.1727859,0.0038882154,-0.22370553,45.632343,0
327885152,327884874,2359306,0.03009372,0.061519023,0.08538095,45.24896,0
328883186,328882946,2359306,0.3985687,-0.12793826,-0.1257012,44.9135,0
329883912,329883627,2359306,0.069135666,-0.032810148,0.117658466,44.57804,0
330885880,330885632,2359306,0.15638083,0.11622035,-0.017097495,44.290504,0
331886151,331885874,2359306,0.10700582,-0.09875002,0.018216023,43.955044,0
332884164,332883914,2359306,-0.13811155,-0.026578348,0.00058589544,43.42789,0
334885481,334885237,2359306,-0.15398398,0.1296427,-0.018056232,42.996586,0
336883730,336883466,2359306,0.07456851,0.23691483,-0.00958738,42.181896,0
337885436,337885196,2359306,-0.0033555832,0.1520665,0.05784386,41.942284,0
338884748,338884508,2359306,0.09422264,0.14391723,0.026471822,41.463055,0
342884151,342883887,2359306,-0.07222493,0.034621093,0.066419244,40.55252,0
343887332,343887076,2359306,-0.045060687,-0.09491506,0.09512812,40.504597,0
344884903,344884654,2359306,0.30977893,0.07760452,0.012357068,40.21706,0
345886607,345886330,2359306,0.08878979,0.15334481,-0.026684877,40.02537,0
346885755,346885514,2359306,0.21177457,-0.017310547,-0.1635181,39.8816,0
347885145,347884905,2359306,-0.43153864,-0.124902256,-0.10333065,39.68991,0
348885355,348885116,2359306,-0.0051132697,-0.007084009,0.0124103315,39.49822,0
350884983,350884718,2359306,0.0061252704,-0.010812435,0.0041545313,39.83368,0
